input_decimal,input_hex,fpga_result_hex,latency_seconds,latency_ms
16396,0x400C,0x800C,0.007046,7.046
16397,0x400D,0x800D,0.007938,7.938
16398,0x400E,0x800E,0.006991,6.991
16399,0x400F,0x800F,0.007038,7.038
16400,0x4010,0x800F,0.007894,7.894
16401,0x4011,0x8010,0.006997,6.997
16402,0x4012,0x8011,0.007080,7.080
16403,0x4013,0x8012,0.007905,7.905
16404,0x4014,0x8013,0.007041,7.041
16405,0x4015,0x8014,0.007927,7.927
16406,0x4016,0x8015,0.007049,7.049
16407,0x4017,0x8016,0.007918,7.918
16408,0x4018,0x8017,0.007047,7.047
16409,0x4019,0x8018,0.007942,7.942
16410,0x401A,0x8019,0.007008,7.008
16411,0x401B,0x801A,0.007953,7.953
16412,0x401C,0x801B,0.007011,7.011
16413,0x401D,0x801C,0.007079,7.079
16414,0x401E,0x801D,0.007848,7.848
16415,0x401F,0x801E,0.006992,6.992
16416,0x4020,0x801F,0.007068,7.068
16417,0x4021,0x8020,0.007921,7.921
16418,0x4022,0x8021,0.007045,7.045
16419,0x4023,0x8022,0.007905,7.905
16420,0x4024,0x8023,0.007061,7.061
16421,0x4025,0x8024,0.007925,7.925
16422,0x4026,0x8025,0.007030,7.030
16423,0x4027,0x8026,0.007910,7.910
16424,0x4028,0x8027,0.007070,7.070
16425,0x4029,0x8028,0.007917,7.917
16426,0x402A,0x8029,0.007034,7.034
16427,0x402B,0x802A,0.007948,7.948
16428,0x402C,0x802B,0.006995,6.995
16429,0x402D,0x802C,0.007961,7.961
16430,0x402E,0x802D,0.007006,7.006
16431,0x402F,0x802E,0.007047,7.047
16432,0x4030,0x802F,0.007885,7.885
16433,0x4031,0x8030,0.007082,7.082
16434,0x4032,0x8031,0.007912,7.912
16435,0x4033,0x8032,0.007060,7.060
16436,0x4034,0x8033,0.007895,7.895
16437,0x4035,0x8034,0.007069,7.069
16438,0x4036,0x8035,0.007900,7.900
16439,0x4037,0x8036,0.007056,7.056
16440,0x4038,0x8037,0.007927,7.927
16441,0x4039,0x8038,0.007042,7.042
16442,0x403A,0x8039,0.007903,7.903
16443,0x403B,0x803A,0.007075,7.075
16444,0x403C,0x803B,0.007895,7.895
16445,0x403D,0x803C,0.006977,6.977
16446,0x403E,0x803D,0.007079,7.079
16447,0x403F,0x803E,0.007853,7.853
16448,0x4040,0x803F,0.007062,7.062
16449,0x4041,0x8040,0.007906,7.906
16450,0x4042,0x8041,0.007062,7.062
16451,0x4043,0x8042,0.007953,7.953
16452,0x4044,0x8043,0.006993,6.993
16453,0x4045,0x8044,0.007090,7.090
16454,0x4046,0x8045,0.007865,7.865
16455,0x4047,0x8046,0.007089,7.089
16456,0x4048,0x8047,0.007850,7.850
16457,0x4049,0x8048,0.007023,7.023
16458,0x404A,0x8049,0.007053,7.053
16459,0x404B,0x804A,0.007937,7.937
16460,0x404C,0x804B,0.007030,7.030
16461,0x404D,0x804C,0.007919,7.919
16462,0x404E,0x804D,0.007028,7.028
16463,0x404F,0x804E,0.007944,7.944
16464,0x4050,0x804F,0.007003,7.003
16465,0x4051,0x8050,0.007946,7.946
16466,0x4052,0x8051,0.007011,7.011
16467,0x4053,0x8052,0.007065,7.065
16468,0x4054,0x8053,0.007888,7.888
16469,0x4055,0x8054,0.007071,7.071
16470,0x4056,0x8055,0.007917,7.917
16471,0x4057,0x8056,0.007053,7.053
16472,0x4058,0x8057,0.007926,7.926
16473,0x4059,0x8058,0.007252,7.252
16474,0x405A,0x8059,0.007728,7.728
16475,0x405B,0x805A,0.006991,6.991
16476,0x405C,0x805B,0.007931,7.931
16477,0x405D,0x805C,0.007016,7.016
16478,0x405E,0x805D,0.007082,7.082
16479,0x405F,0x805E,0.007886,7.886
16480,0x4060,0x805F,0.007078,7.078
16481,0x4061,0x8060,0.007895,7.895
16482,0x4062,0x8061,0.007057,7.057
16483,0x4063,0x8062,0.007913,7.913
16484,0x4064,0x8063,0.007064,7.064
16485,0x4065,0x8064,0.007923,7.923
16486,0x4066,0x8065,0.007003,7.003
16487,0x4067,0x8066,0.007091,7.091
16488,0x4068,0x8067,0.007859,7.859
16489,0x4069,0x8068,0.007000,7.000
16490,0x406A,0x8069,0.007070,7.070
16491,0x406B,0x806A,0.007889,7.889
16492,0x406C,0x806B,0.007018,7.018
16493,0x406D,0x806C,0.007903,7.903
16494,0x406E,0x806D,0.007063,7.063
16495,0x406F,0x806E,0.007067,7.067
16496,0x4070,0x806F,0.007857,7.857
16497,0x4071,0x8070,0.007005,7.005
16498,0x4072,0x8071,0.007096,7.096
16499,0x4073,0x8072,0.008020,8.020
16500,0x4074,0x8073,0.007993,7.993
16501,0x4075,0x8074,0.007829,7.829
16502,0x4076,0x8075,0.006984,6.984
16503,0x4077,0x8076,0.007057,7.057
16504,0x4078,0x8077,0.007919,7.919
16505,0x4079,0x8078,0.007064,7.064
16506,0x407A,0x8079,0.007937,7.937
16507,0x407B,0x807A,0.007025,7.025
16508,0x407C,0x807B,0.007927,7.927
16509,0x407D,0x807C,0.007014,7.014
16510,0x407E,0x807D,0.007086,7.086
16511,0x407F,0x807E,0.007874,7.874
16512,0x4080,0x807F,0.007090,7.090
16513,0x4081,0x8080,0.007893,7.893
16514,0x4082,0x8081,0.007199,7.199
16515,0x4083,0x8082,0.007748,7.748
16516,0x4084,0x8083,0.007072,7.072
16517,0x4085,0x8084,0.007903,7.903
16518,0x4086,0x8085,0.007055,7.055
16519,0x4087,0x8086,0.007918,7.918
16520,0x4088,0x8087,0.007039,7.039
16521,0x4089,0x8088,0.007064,7.064
16522,0x408A,0x8089,0.007858,7.858
16523,0x408B,0x808A,0.006992,6.992
16524,0x408C,0x808B,0.007065,7.065
16525,0x408D,0x808C,0.007921,7.921
16526,0x408E,0x808D,0.007047,7.047
16527,0x408F,0x808E,0.007965,7.965
16528,0x4090,0x808F,0.007009,7.009
16529,0x4091,0x8090,0.007920,7.920
16530,0x4092,0x8091,0.007038,7.038
16531,0x4093,0x8092,0.007926,7.926
16532,0x4094,0x8093,0.007026,7.026
16533,0x4095,0x8094,0.007057,7.057
16534,0x4096,0x8095,0.007851,7.851
16535,0x4097,0x8096,0.006980,6.980
16536,0x4098,0x8097,0.007048,7.048
16537,0x4099,0x8098,0.006965,6.965
16538,0x409A,0x8099,0.007071,7.071
16539,0x409B,0x809A,0.007898,7.898
16540,0x409C,0x809B,0.006984,6.984
16541,0x409D,0x809C,0.007050,7.050
16542,0x409E,0x809D,0.006970,6.970
16543,0x409F,0x809E,0.007059,7.059
16544,0x40A0,0x809F,0.007912,7.912
16545,0x40A1,0x80A0,0.007047,7.047
16546,0x40A2,0x80A1,0.006974,6.974
16547,0x40A3,0x80A2,0.007072,7.072
16548,0x40A4,0x80A3,0.007843,7.843
16549,0x40A5,0x80A4,0.007026,7.026
16550,0x40A6,0x80A5,0.007035,7.035
16551,0x40A7,0x80A6,0.007920,7.920
16552,0x40A8,0x80A7,0.007039,7.039
16553,0x40A9,0x80A8,0.007058,7.058
16554,0x40AA,0x80A9,0.007853,7.853
16555,0x40AB,0x80AA,0.007026,7.026
16556,0x40AC,0x80AB,0.007042,7.042
16557,0x40AD,0x80AC,0.007880,7.880
16558,0x40AE,0x80AD,0.007023,7.023
16559,0x40AF,0x80AE,0.007026,7.026
16560,0x40B0,0x80AF,0.007067,7.067
16561,0x40B1,0x80B0,0.007852,7.852
16562,0x40B2,0x80B1,0.007012,7.012
16563,0x40B3,0x80B2,0.007051,7.051
16564,0x40B4,0x80B3,0.006994,6.994
16565,0x40B5,0x80B4,0.007910,7.910
16566,0x40B6,0x80B5,0.007031,7.031
16567,0x40B7,0x80B6,0.007088,7.088
16568,0x40B8,0x80B7,0.007827,7.827
16569,0x40B9,0x80B8,0.006970,6.970
16570,0x40BA,0x80B9,0.006989,6.989
16571,0x40BB,0x80BA,0.007034,7.034
16572,0x40BC,0x80BB,0.006969,6.969
16573,0x40BD,0x80BC,0.006975,6.975
16574,0x40BE,0x80BD,0.007052,7.052
16575,0x40BF,0x80BE,0.006955,6.955
16576,0x40C0,0x80BF,0.006964,6.964
16577,0x40C1,0x80C0,0.007002,7.002
16578,0x40C2,0x80C1,0.007072,7.072
16579,0x40C3,0x80C2,0.007879,7.879
16580,0x40C4,0x80C3,0.007035,7.035
16581,0x40C5,0x80C4,0.006965,6.965
16582,0x40C6,0x80C5,0.006977,6.977
16583,0x40C7,0x80C6,0.006990,6.990
16584,0x40C8,0x80C7,0.007030,7.030
16585,0x40C9,0x80C8,0.006958,6.958
16586,0x40CA,0x80C9,0.007008,7.008
16587,0x40CB,0x80CA,0.007028,7.028
16588,0x40CC,0x80CB,0.006963,6.963
16589,0x40CD,0x80CC,0.006946,6.946
16590,0x40CE,0x80CD,0.006993,6.993
16591,0x40CF,0x80CE,0.007035,7.035
16592,0x40D0,0x80CF,0.006992,6.992
16593,0x40D1,0x80D0,0.007064,7.064
16594,0x40D2,0x80D1,0.007906,7.906
16595,0x40D3,0x80D2,0.007040,7.040
16596,0x40D4,0x80D3,0.007927,7.927
16597,0x40D5,0x80D4,0.007032,7.032
16598,0x40D6,0x80D5,0.007903,7.903
16599,0x40D7,0x80D6,0.007202,7.202
16600,0x40D8,0x80D7,0.007940,7.940
16601,0x40D9,0x80D8,0.007984,7.984
16602,0x40DA,0x80D9,0.007847,7.847
16603,0x40DB,0x80DA,0.007042,7.042
16604,0x40DC,0x80DB,0.007906,7.906
16605,0x40DD,0x80DC,0.007059,7.059
16606,0x40DE,0x80DD,0.007059,7.059
16607,0x40DF,0x80DE,0.007873,7.873
16608,0x40E0,0x80DF,0.007089,7.089
16609,0x40E1,0x80E0,0.007882,7.882
16610,0x40E2,0x80E1,0.007095,7.095
16611,0x40E3,0x80E2,0.007871,7.871
16612,0x40E4,0x80E3,0.007080,7.080
16613,0x40E5,0x80E4,0.007900,7.900
16614,0x40E6,0x80E5,0.007049,7.049
16615,0x40E7,0x80E6,0.007929,7.929
16616,0x40E8,0x80E7,0.007008,7.008
16617,0x40E9,0x80E8,0.006998,6.998
16618,0x40EA,0x80E9,0.007049,7.049
16619,0x40EB,0x80EA,0.007895,7.895
16620,0x40EC,0x80EB,0.007056,7.056
16621,0x40ED,0x80EC,0.007890,7.890
16622,0x40EE,0x80ED,0.007083,7.083
16623,0x40EF,0x80EE,0.007895,7.895
16624,0x40F0,0x80EF,0.007030,7.030
16625,0x40F1,0x80F0,0.007058,7.058
16626,0x40F2,0x80F1,0.007872,7.872
16627,0x40F3,0x80F2,0.006991,6.991
16628,0x40F4,0x80F3,0.007083,7.083
16629,0x40F5,0x80F4,0.007892,7.892
16630,0x40F6,0x80F5,0.007031,7.031
16631,0x40F7,0x80F6,0.007909,7.909
16632,0x40F8,0x80F7,0.007063,7.063
16633,0x40F9,0x80F8,0.007921,7.921
16634,0x40FA,0x80F9,0.007026,7.026
16635,0x40FB,0x80FA,0.006954,6.954
16636,0x40FC,0x80FB,0.006998,6.998
16637,0x40FD,0x80FC,0.007046,7.046
16638,0x40FE,0x80FD,0.007905,7.905
16639,0x40FF,0x80FE,0.007047,7.047
16640,0x4100,0x80FF,0.007066,7.066
16641,0x4101,0x80FF,0.007858,7.858
16642,0x4102,0x8100,0.006995,6.995
16643,0x4103,0x8101,0.007051,7.051
16644,0x4104,0x8102,0.007901,7.901
16645,0x4105,0x8103,0.007059,7.059
16646,0x4106,0x8104,0.007911,7.911
16647,0x4107,0x8105,0.007051,7.051
16648,0x4108,0x8106,0.007918,7.918
16649,0x4109,0x8107,0.007075,7.075
16650,0x410A,0x8108,0.007938,7.938
16651,0x410B,0x8109,0.007005,7.005
16652,0x410C,0x810A,0.007057,7.057
16653,0x410D,0x810B,0.007882,7.882
16654,0x410E,0x810C,0.007060,7.060
16655,0x410F,0x810D,0.007884,7.884
16656,0x4110,0x810E,0.007066,7.066
16657,0x4111,0x810F,0.007913,7.913
16658,0x4112,0x8110,0.007075,7.075
16659,0x4113,0x8111,0.007896,7.896
16660,0x4114,0x8112,0.007055,7.055
16661,0x4115,0x8113,0.007900,7.900
16662,0x4116,0x8114,0.007022,7.022
16663,0x4117,0x8115,0.007075,7.075
16664,0x4118,0x8116,0.007867,7.867
16665,0x4119,0x8117,0.006985,6.985
16666,0x411A,0x8118,0.007049,7.049
16667,0x411B,0x8119,0.007999,7.999
16668,0x411C,0x811A,0.007913,7.913
16669,0x411D,0x811B,0.007078,7.078
16670,0x411E,0x811C,0.007851,7.851
16671,0x411F,0x811D,0.007032,7.032
16672,0x4120,0x811E,0.007922,7.922
16673,0x4121,0x811F,0.007053,7.053
16674,0x4122,0x8120,0.007913,7.913
16675,0x4123,0x8121,0.007009,7.009
16676,0x4124,0x8122,0.007078,7.078
16677,0x4125,0x8123,0.007896,7.896
16678,0x4126,0x8124,0.007071,7.071
16679,0x4127,0x8125,0.007896,7.896
16680,0x4128,0x8126,0.007061,7.061
16681,0x4129,0x8127,0.007907,7.907
16682,0x412A,0x8128,0.007043,7.043
16683,0x412B,0x8129,0.007930,7.930
16684,0x412C,0x812A,0.007037,7.037
16685,0x412D,0x812B,0.007960,7.960
16686,0x412E,0x812C,0.006983,6.983
16687,0x412F,0x812D,0.007072,7.072
16688,0x4130,0x812E,0.007886,7.886
16689,0x4131,0x812F,0.007093,7.093
16690,0x4132,0x8130,0.007898,7.898
16691,0x4133,0x8131,0.007062,7.062
16692,0x4134,0x8132,0.007881,7.881
16693,0x4135,0x8133,0.007055,7.055
16694,0x4136,0x8134,0.007916,7.916
16695,0x4137,0x8135,0.007056,7.056
16696,0x4138,0x8136,0.007907,7.907
16697,0x4139,0x8137,0.007049,7.049
16698,0x413A,0x8138,0.007947,7.947
16699,0x413B,0x8139,0.006986,6.986
16700,0x413C,0x813A,0.006987,6.987
16701,0x413D,0x813B,0.007070,7.070
16702,0x413E,0x813C,0.007894,7.894
16703,0x413F,0x813D,0.007057,7.057
16704,0x4140,0x813E,0.007928,7.928
16705,0x4141,0x813F,0.007044,7.044
16706,0x4142,0x8140,0.007923,7.923
16707,0x4143,0x8141,0.007011,7.011
16708,0x4144,0x8142,0.007068,7.068
16709,0x4145,0x8143,0.007864,7.864
16710,0x4146,0x8144,0.007095,7.095
16711,0x4147,0x8145,0.007892,7.892
16712,0x4148,0x8146,0.007048,7.048
16713,0x4149,0x8147,0.007907,7.907
16714,0x414A,0x8148,0.007083,7.083
16715,0x414B,0x8149,0.007894,7.894
16716,0x414C,0x814A,0.007047,7.047
16717,0x414D,0x814B,0.007919,7.919
16718,0x414E,0x814C,0.007025,7.025
16719,0x414F,0x814D,0.007095,7.095
16720,0x4150,0x814E,0.007856,7.856
16721,0x4151,0x814F,0.007080,7.080
16722,0x4152,0x8150,0.007875,7.875
16723,0x4153,0x8151,0.006966,6.966
16724,0x4154,0x8152,0.007165,7.165
16725,0x4155,0x8153,0.007836,7.836
16726,0x4156,0x8154,0.007037,7.037
16727,0x4157,0x8155,0.007006,7.006
16728,0x4158,0x8156,0.008139,8.139
16729,0x4159,0x8157,0.007796,7.796
16730,0x415A,0x8158,0.007016,7.016
16731,0x415B,0x8159,0.007057,7.057
16732,0x415C,0x815A,0.007870,7.870
16733,0x415D,0x815B,0.007137,7.137
16734,0x415E,0x815C,0.007982,7.982
16735,0x415F,0x815D,0.007980,7.980
16736,0x4160,0x815E,0.007985,7.985
16737,0x4161,0x815F,0.007860,7.860
16738,0x4162,0x8160,0.006993,6.993
16739,0x4163,0x8161,0.007151,7.151
16740,0x4164,0x8162,0.007975,7.975
16741,0x4165,0x8163,0.007984,7.984
16742,0x4166,0x8164,0.007974,7.974
16743,0x4167,0x8165,0.007861,7.861
16744,0x4168,0x8166,0.007001,7.001
16745,0x4169,0x8167,0.007135,7.135
16746,0x416A,0x8168,0.007977,7.977
16747,0x416B,0x8169,0.007982,7.982
16748,0x416C,0x816A,0.007976,7.976
16749,0x416D,0x816A,0.007983,7.983
16750,0x416E,0x816B,0.007867,7.867
16751,0x416F,0x816C,0.007005,7.005
16752,0x4170,0x816D,0.007152,7.152
16753,0x4171,0x816E,0.007960,7.960
16754,0x4172,0x816F,0.007987,7.987
16755,0x4173,0x8170,0.007967,7.967
16756,0x4174,0x8171,0.008021,8.021
16757,0x4175,0x8172,0.007949,7.949
16758,0x4176,0x8173,0.007988,7.988
16759,0x4177,0x8174,0.008010,8.010
16760,0x4178,0x8175,0.008052,8.052
16761,0x4179,0x8176,0.008003,8.003
16762,0x417A,0x8177,0.008005,8.005
16763,0x417B,0x8178,0.007999,7.999
16764,0x417C,0x8179,0.007977,7.977
16765,0x417D,0x817A,0.007966,7.966
16766,0x417E,0x817B,0.007897,7.897
16767,0x417F,0x817C,0.007981,7.981
16768,0x4180,0x817D,0.007988,7.988
16769,0x4181,0x817E,0.008003,8.003
16770,0x4182,0x817F,0.007834,7.834
16771,0x4183,0x8180,0.007058,7.058
16772,0x4184,0x8181,0.007971,7.971
16773,0x4185,0x8182,0.007920,7.920
16774,0x4186,0x8183,0.007207,7.207
16775,0x4187,0x8184,0.007769,7.769
16776,0x4188,0x8185,0.007055,7.055
16777,0x4189,0x8186,0.007919,7.919
16778,0x418A,0x8187,0.007140,7.140
16779,0x418B,0x8188,0.007939,7.939
16780,0x418C,0x8189,0.007993,7.993
16781,0x418D,0x818A,0.007881,7.881
16782,0x418E,0x818B,0.007194,7.194
16783,0x418F,0x818C,0.007918,7.918
16784,0x4190,0x818D,0.007835,7.835
16785,0x4191,0x818E,0.007164,7.164
16786,0x4192,0x818F,0.007916,7.916
16787,0x4193,0x8190,0.007994,7.994
16788,0x4194,0x8191,0.007885,7.885
16789,0x4195,0x8192,0.007070,7.070
16790,0x4196,0x8193,0.007912,7.912
16791,0x4197,0x8194,0.007138,7.138
16792,0x4198,0x8195,0.007917,7.917
16793,0x4199,0x8196,0.008011,8.011
16794,0x419A,0x8197,0.007987,7.987
16795,0x419B,0x8198,0.007880,7.880
16796,0x419C,0x8199,0.007060,7.060
16797,0x419D,0x819A,0.007881,7.881
16798,0x419E,0x819B,0.007083,7.083
16799,0x419F,0x819C,0.007990,7.990
16800,0x41A0,0x819D,0.007996,7.996
16801,0x41A1,0x819E,0.007989,7.989
16802,0x41A2,0x819F,0.007888,7.888
16803,0x41A3,0x81A0,0.007089,7.089
16804,0x41A4,0x81A1,0.007881,7.881
16805,0x41A5,0x81A2,0.007178,7.178
16806,0x41A6,0x81A3,0.007827,7.827
16807,0x41A7,0x81A4,0.007054,7.054
16808,0x41A8,0x81A5,0.007913,7.913
16809,0x41A9,0x81A6,0.007113,7.113
16810,0x41AA,0x81A7,0.007833,7.833
16811,0x41AB,0x81A8,0.007113,7.113
16812,0x41AC,0x81A9,0.007876,7.876
16813,0x41AD,0x81AA,0.007092,7.092
16814,0x41AE,0x81AB,0.007847,7.847
16815,0x41AF,0x81AC,0.007096,7.096
16816,0x41B0,0x81AD,0.008005,8.005
16817,0x41B1,0x81AE,0.007879,7.879
16818,0x41B2,0x81AF,0.008060,8.060
16819,0x41B3,0x81B0,0.007883,7.883
16820,0x41B4,0x81B1,0.007025,7.025
16821,0x41B5,0x81B2,0.008080,8.080
16822,0x41B6,0x81B3,0.007993,7.993
16823,0x41B7,0x81B4,0.007944,7.944
16824,0x41B8,0x81B5,0.008003,8.003
16825,0x41B9,0x81B6,0.007983,7.983
16826,0x41BA,0x81B7,0.008047,8.047
16827,0x41BB,0x81B8,0.007981,7.981
16828,0x41BC,0x81B9,0.008004,8.004
16829,0x41BD,0x81BA,0.007959,7.959
16830,0x41BE,0x81BB,0.008024,8.024
16831,0x41BF,0x81BB,0.007783,7.783
16832,0x41C0,0x81BC,0.007172,7.172
16833,0x41C1,0x81BD,0.007891,7.891
16834,0x41C2,0x81BE,0.008011,8.011
16835,0x41C3,0x81BF,0.008230,8.230
16836,0x41C4,0x81C0,0.007608,7.608
16837,0x41C5,0x81C1,0.007055,7.055
16838,0x41C6,0x81C2,0.007890,7.890
16839,0x41C7,0x81C3,0.007192,7.192
16840,0x41C8,0x81C4,0.007979,7.979
16841,0x41C9,0x81C5,0.008006,8.006
16842,0x41CA,0x81C6,0.007806,7.806
16843,0x41CB,0x81C7,0.007189,7.189
16844,0x41CC,0x81C8,0.008006,8.006
16845,0x41CD,0x81C9,0.007734,7.734
16846,0x41CE,0x81CA,0.007070,7.070
16847,0x41CF,0x81CB,0.008012,8.012
16848,0x41D0,0x81CC,0.007992,7.992
16849,0x41D1,0x81CD,0.007865,7.865
16850,0x41D2,0x81CE,0.007010,7.010
16851,0x41D3,0x81CF,0.007144,7.144
16852,0x41D4,0x81D0,0.007941,7.941
16853,0x41D5,0x81D1,0.007958,7.958
16854,0x41D6,0x81D2,0.007987,7.987
16855,0x41D7,0x81D3,0.008010,8.010
16856,0x41D8,0x81D4,0.007864,7.864
16857,0x41D9,0x81D5,0.007214,7.214
16858,0x41DA,0x81D6,0.007874,7.874
16859,0x41DB,0x81D7,0.007979,7.979
16860,0x41DC,0x81D8,0.008073,8.073
16861,0x41DD,0x81D9,0.007926,7.926
16862,0x41DE,0x81DA,0.007957,7.957
16863,0x41DF,0x81DB,0.008005,8.005
16864,0x41E0,0x81DC,0.007982,7.982
16865,0x41E1,0x81DD,0.007987,7.987
16866,0x41E2,0x81DE,0.007982,7.982
16867,0x41E3,0x81DF,0.007987,7.987
16868,0x41E4,0x81E0,0.007981,7.981
16869,0x41E5,0x81E1,0.007993,7.993
16870,0x41E6,0x81E2,0.007978,7.978
16871,0x41E7,0x81E3,0.007958,7.958
16872,0x41E8,0x81E4,0.007972,7.972
16873,0x41E9,0x81E5,0.008054,8.054
16874,0x41EA,0x81E6,0.007927,7.927
16875,0x41EB,0x81E7,0.007983,7.983
16876,0x41EC,0x81E8,0.007934,7.934
16877,0x41ED,0x81E9,0.008058,8.058
16878,0x41EE,0x81EA,0.007863,7.863
16879,0x41EF,0x81EB,0.007143,7.143
16880,0x41F0,0x81EC,0.007809,7.809
16881,0x41F1,0x81ED,0.007147,7.147
16882,0x41F2,0x81EE,0.007944,7.944
16883,0x41F3,0x81EF,0.008000,8.000
16884,0x41F4,0x81F0,0.007981,7.981
16885,0x41F5,0x81F1,0.007969,7.969
16886,0x41F6,0x81F2,0.007860,7.860
16887,0x41F7,0x81F3,0.007040,7.040
16888,0x41F8,0x81F4,0.007912,7.912
16889,0x41F9,0x81F5,0.007035,7.035
16890,0x41FA,0x81F6,0.007921,7.921
16891,0x41FB,0x81F7,0.007032,7.032
16892,0x41FC,0x81F8,0.007919,7.919
16893,0x41FD,0x81F9,0.007003,7.003
16894,0x41FE,0x81FA,0.007084,7.084
16895,0x41FF,0x81FB,0.007846,7.846
16896,0x4200,0x81FC,0.006975,6.975
16897,0x4201,0x81FD,0.007033,7.033
16898,0x4202,0x81FE,0.007909,7.909
16899,0x4203,0x81FF,0.007047,7.047
16900,0x4204,0x8200,0.007054,7.054
16901,0x4205,0x8200,0.007892,7.892
16902,0x4206,0x8201,0.007063,7.063
16903,0x4207,0x8202,0.007864,7.864
16904,0x4208,0x8203,0.006985,6.985
16905,0x4209,0x8204,0.006992,6.992
16906,0x420A,0x8205,0.007056,7.056
16907,0x420B,0x8206,0.007064,7.064
16908,0x420C,0x8207,0.007852,7.852
16909,0x420D,0x8208,0.007071,7.071
16910,0x420E,0x8209,0.007908,7.908
16911,0x420F,0x820A,0.007069,7.069
16912,0x4210,0x820B,0.007860,7.860
16913,0x4211,0x820C,0.007068,7.068
16914,0x4212,0x820D,0.007875,7.875
16915,0x4213,0x820E,0.007014,7.014
16916,0x4214,0x820F,0.007016,7.016
16917,0x4215,0x8210,0.007982,7.982
16918,0x4216,0x8211,0.007972,7.972
16919,0x4217,0x8212,0.007906,7.906
16920,0x4218,0x8213,0.008009,8.009
16921,0x4219,0x8214,0.007953,7.953
16922,0x421A,0x8215,0.008022,8.022
16923,0x421B,0x8216,0.007891,7.891
16924,0x421C,0x8217,0.007948,7.948
16925,0x421D,0x8218,0.007080,7.080
16926,0x421E,0x8219,0.007882,7.882
16927,0x421F,0x821A,0.008012,8.012
16928,0x4220,0x821B,0.007914,7.914
16929,0x4221,0x821C,0.007944,7.944
16930,0x4222,0x821D,0.007047,7.047
16931,0x4223,0x821E,0.007882,7.882
16932,0x4224,0x821F,0.007075,7.075
16933,0x4225,0x8220,0.007919,7.919
16934,0x4226,0x8221,0.007030,7.030
16935,0x4227,0x8222,0.008004,8.004
16936,0x4228,0x8223,0.007889,7.889
16937,0x4229,0x8224,0.007047,7.047
16938,0x422A,0x8225,0.007894,7.894
16939,0x422B,0x8226,0.007016,7.016
16940,0x422C,0x8227,0.007909,7.909
16941,0x422D,0x8228,0.007004,7.004
16942,0x422E,0x8229,0.007935,7.935
16943,0x422F,0x822A,0.006978,6.978
16944,0x4230,0x822B,0.007083,7.083
16945,0x4231,0x822C,0.007868,7.868
16946,0x4232,0x822D,0.007075,7.075
16947,0x4233,0x822E,0.007902,7.902
16948,0x4234,0x822F,0.007039,7.039
16949,0x4235,0x8230,0.007907,7.907
16950,0x4236,0x8231,0.007019,7.019
16951,0x4237,0x8232,0.007077,7.077
16952,0x4238,0x8233,0.007850,7.850
16953,0x4239,0x8234,0.007010,7.010
16954,0x423A,0x8235,0.007027,7.027
16955,0x423B,0x8236,0.007913,7.913
16956,0x423C,0x8237,0.007034,7.034
16957,0x423D,0x8238,0.007085,7.085
16958,0x423E,0x8239,0.007830,7.830
16959,0x423F,0x823A,0.006998,6.998
16960,0x4240,0x823B,0.007075,7.075
16961,0x4241,0x823C,0.007913,7.913
16962,0x4242,0x823C,0.007983,7.983
16963,0x4243,0x823D,0.007943,7.943
16964,0x4244,0x823E,0.007090,7.090
16965,0x4245,0x823F,0.007849,7.849
16966,0x4246,0x8240,0.006983,6.983
16967,0x4247,0x8241,0.007047,7.047
16968,0x4248,0x8242,0.007908,7.908
16969,0x4249,0x8243,0.007059,7.059
16970,0x424A,0x8244,0.007906,7.906
16971,0x424B,0x8245,0.007042,7.042
16972,0x424C,0x8246,0.007075,7.075
16973,0x424D,0x8247,0.007839,7.839
16974,0x424E,0x8248,0.007026,7.026
16975,0x424F,0x8249,0.007039,7.039
16976,0x4250,0x824A,0.007878,7.878
16977,0x4251,0x824B,0.007021,7.021
16978,0x4252,0x824C,0.007033,7.033
16979,0x4253,0x824D,0.007899,7.899
16980,0x4254,0x824E,0.007018,7.018
16981,0x4255,0x824F,0.007932,7.932
16982,0x4256,0x8250,0.008020,8.020
16983,0x4257,0x8251,0.007916,7.916
16984,0x4258,0x8252,0.007017,7.017
16985,0x4259,0x8253,0.007920,7.920
16986,0x425A,0x8254,0.007002,7.002
16987,0x425B,0x8255,0.007961,7.961
16988,0x425C,0x8256,0.007088,7.088
16989,0x425D,0x8257,0.007826,7.826
16990,0x425E,0x8258,0.007006,7.006
16991,0x425F,0x8259,0.007028,7.028
16992,0x4260,0x825A,0.007914,7.914
16993,0x4261,0x825B,0.007065,7.065
16994,0x4262,0x825C,0.007899,7.899
16995,0x4263,0x825D,0.007037,7.037
16996,0x4264,0x825E,0.007903,7.903
16997,0x4265,0x825F,0.007012,7.012
16998,0x4266,0x8260,0.007076,7.076
16999,0x4267,0x8261,0.007828,7.828
17000,0x4268,0x8262,0.007037,7.037
17001,0x4269,0x8263,0.007921,7.921
17002,0x426A,0x8264,0.007003,7.003
17003,0x426B,0x8265,0.007058,7.058
17004,0x426C,0x8266,0.007912,7.912
17005,0x426D,0x8267,0.007050,7.050
17006,0x426E,0x8268,0.007898,7.898
17007,0x426F,0x8269,0.007080,7.080
17008,0x4270,0x826A,0.007905,7.905
17009,0x4271,0x826B,0.007032,7.032
17010,0x4272,0x826C,0.007901,7.901
17011,0x4273,0x826D,0.007041,7.041
17012,0x4274,0x826E,0.007924,7.924
