input_decimal,input_hex,fpga_result_hex,latency_seconds,latency_ms
25973,0x6575,0xA129,0.007853,7.853
25974,0x6576,0xA12A,0.006982,6.982
25975,0x6577,0xA12A,0.007207,7.207
25976,0x6578,0xA12B,0.007989,7.989
25977,0x6579,0xA12C,0.007954,7.954
25978,0x657A,0xA12D,0.007981,7.981
25979,0x657B,0xA12E,0.008101,8.101
25980,0x657C,0xA12E,0.007636,7.636
25981,0x657D,0xA12F,0.007075,7.075
25982,0x657E,0xA130,0.007992,7.992
25983,0x657F,0xA131,0.008158,8.158
25984,0x6580,0xA132,0.007854,7.854
25985,0x6581,0xA132,0.008004,8.004
25986,0x6582,0xA133,0.008095,8.095
25987,0x6583,0xA134,0.007734,7.734
25988,0x6584,0xA135,0.007021,7.021
25989,0x6585,0xA136,0.007949,7.949
25990,0x6586,0xA136,0.007246,7.246
25991,0x6587,0xA137,0.007703,7.703
25992,0x6588,0xA138,0.007261,7.261
25993,0x6589,0xA139,0.007720,7.720
25994,0x658A,0xA139,0.007069,7.069
25995,0x658B,0xA13A,0.007913,7.913
25996,0x658C,0xA13B,0.007198,7.198
25997,0x658D,0xA13C,0.007764,7.764
25998,0x658E,0xA13D,0.007045,7.045
25999,0x658F,0xA13D,0.007949,7.949
26000,0x6590,0xA13E,0.007102,7.102
26001,0x6591,0xA13F,0.007945,7.945
26002,0x6592,0xA140,0.007981,7.981
26003,0x6593,0xA141,0.007999,7.999
26004,0x6594,0xA141,0.007882,7.882
26005,0x6595,0xA142,0.007038,7.038
26006,0x6596,0xA143,0.007945,7.945
26007,0x6597,0xA144,0.007122,7.122
26008,0x6598,0xA145,0.007938,7.938
26009,0x6599,0xA145,0.007984,7.984
26010,0x659A,0xA146,0.008013,8.013
26011,0x659B,0xA147,0.007883,7.883
26012,0x659C,0xA148,0.007018,7.018
26013,0x659D,0xA149,0.007918,7.918
26014,0x659E,0xA149,0.007136,7.136
26015,0x659F,0xA14A,0.007941,7.941
26016,0x65A0,0xA14B,0.007999,7.999
26017,0x65A1,0xA14C,0.007982,7.982
26018,0x65A2,0xA14D,0.007885,7.885
26019,0x65A3,0xA14D,0.007048,7.048
26020,0x65A4,0xA14E,0.007934,7.934
26021,0x65A5,0xA14F,0.007111,7.111
26022,0x65A6,0xA150,0.007947,7.947
26023,0x65A7,0xA151,0.008010,8.010
26024,0x65A8,0xA151,0.008138,8.138
26025,0x65A9,0xA152,0.007728,7.728
26026,0x65AA,0xA153,0.007002,7.002
26027,0x65AB,0xA154,0.007935,7.935
26028,0x65AC,0xA154,0.007174,7.174
26029,0x65AD,0xA155,0.007818,7.818
26030,0x65AE,0xA156,0.007129,7.129
26031,0x65AF,0xA157,0.007963,7.963
26032,0x65B0,0xA158,0.007856,7.856
26033,0x65B1,0xA158,0.007145,7.145
26034,0x65B2,0xA159,0.007851,7.851
26035,0x65B3,0xA15A,0.008086,8.086
26036,0x65B4,0xA15B,0.007855,7.855
26037,0x65B5,0xA15C,0.007222,7.222
26038,0x65B6,0xA15C,0.007873,7.873
26039,0x65B7,0xA15D,0.007972,7.972
26040,0x65B8,0xA15E,0.007870,7.870
26041,0x65B9,0xA15F,0.007151,7.151
26042,0x65BA,0xA160,0.007974,7.974
26043,0x65BB,0xA160,0.007987,7.987
26044,0x65BC,0xA161,0.008010,8.010
26045,0x65BD,0xA162,0.007959,7.959
26046,0x65BE,0xA163,0.007844,7.844
26047,0x65BF,0xA164,0.007142,7.142
26048,0x65C0,0xA164,0.007948,7.948
26049,0x65C1,0xA165,0.007999,7.999
26050,0x65C2,0xA166,0.008042,8.042
26051,0x65C3,0xA167,0.008026,8.026
26052,0x65C4,0xA168,0.007726,7.726
26053,0x65C5,0xA168,0.007218,7.218
26054,0x65C6,0xA169,0.008055,8.055
26055,0x65C7,0xA16A,0.008001,8.001
26056,0x65C8,0xA16B,0.007702,7.702
26057,0x65C9,0xA16B,0.007251,7.251
26058,0x65CA,0xA16C,0.007847,7.847
26059,0x65CB,0xA16D,0.007995,7.995
26060,0x65CC,0xA16E,0.008040,8.040
26061,0x65CD,0xA16F,0.007963,7.963
26062,0x65CE,0xA16F,0.007804,7.804
26063,0x65CF,0xA170,0.007200,7.200
26064,0x65D0,0xA171,0.008027,8.027
26065,0x65D1,0xA172,0.007888,7.888
26066,0x65D2,0xA173,0.007848,7.848
26067,0x65D3,0xA173,0.007235,7.235
26068,0x65D4,0xA174,0.007857,7.857
26069,0x65D5,0xA175,0.007989,7.989
26070,0x65D6,0xA176,0.007988,7.988
26071,0x65D7,0xA177,0.007980,7.980
26072,0x65D8,0xA177,0.007860,7.860
26073,0x65D9,0xA178,0.007201,7.201
26074,0x65DA,0xA179,0.007931,7.931
26075,0x65DB,0xA17A,0.007986,7.986
26076,0x65DC,0xA17B,0.007948,7.948
26077,0x65DD,0xA17B,0.007991,7.991
26078,0x65DE,0xA17C,0.007865,7.865
26079,0x65DF,0xA17D,0.007203,7.203
26080,0x65E0,0xA17E,0.007920,7.920
26081,0x65E1,0xA17F,0.007972,7.972
26082,0x65E2,0xA17F,0.007984,7.984
26083,0x65E3,0xA180,0.007990,7.990
26084,0x65E4,0xA181,0.007951,7.951
26085,0x65E5,0xA182,0.008007,8.007
26086,0x65E6,0xA182,0.007969,7.969
26087,0x65E7,0xA183,0.008033,8.033
26088,0x65E8,0xA184,0.007849,7.849
26089,0x65E9,0xA185,0.007194,7.194
26090,0x65EA,0xA186,0.007902,7.902
26091,0x65EB,0xA186,0.007976,7.976
26092,0x65EC,0xA187,0.007978,7.978
26093,0x65ED,0xA188,0.007998,7.998
26094,0x65EE,0xA189,0.007828,7.828
26095,0x65EF,0xA18A,0.007215,7.215
26096,0x65F0,0xA18A,0.007891,7.891
26097,0x65F1,0xA18B,0.007845,7.845
26098,0x65F2,0xA18C,0.007100,7.100
26099,0x65F3,0xA18D,0.007995,7.995
26100,0x65F4,0xA18E,0.008014,8.014
26101,0x65F5,0xA18E,0.008088,8.088
26102,0x65F6,0xA18F,0.007743,7.743
26103,0x65F7,0xA190,0.007023,7.023
26104,0x65F8,0xA191,0.007060,7.060
26105,0x65F9,0xA192,0.007980,7.980
26106,0x65FA,0xA192,0.007885,7.885
26107,0x65FB,0xA193,0.006994,6.994
26108,0x65FC,0xA194,0.007082,7.082
26109,0x65FD,0xA195,0.008011,8.011
26110,0x65FE,0xA195,0.007982,7.982
26111,0x65FF,0xA196,0.008008,8.008
26112,0x6600,0xA197,0.007994,7.994
26113,0x6601,0xA198,0.007971,7.971
26114,0x6602,0xA199,0.008006,8.006
26115,0x6603,0xA199,0.007955,7.955
26116,0x6604,0xA19A,0.007984,7.984
26117,0x6605,0xA19B,0.008032,8.032
26118,0x6606,0xA19C,0.007785,7.785
26119,0x6607,0xA19D,0.007181,7.181
26120,0x6608,0xA19D,0.007993,7.993
26121,0x6609,0xA19E,0.008028,8.028
26122,0x660A,0xA19F,0.008041,8.041
26123,0x660B,0xA1A0,0.007901,7.901
26124,0x660C,0xA1A1,0.007952,7.952
26125,0x660D,0xA1A1,0.007845,7.845
26126,0x660E,0xA1A2,0.006993,6.993
26127,0x660F,0xA1A3,0.007969,7.969
26128,0x6610,0xA1A4,0.007275,7.275
26129,0x6611,0xA1A5,0.007708,7.708
26130,0x6612,0xA1A5,0.007079,7.079
26131,0x6613,0xA1A6,0.007870,7.870
26132,0x6614,0xA1A7,0.007186,7.186
26133,0x6615,0xA1A8,0.007881,7.881
26134,0x6616,0xA1A8,0.007981,7.981
26135,0x6617,0xA1A9,0.007867,7.867
26136,0x6618,0xA1AA,0.007025,7.025
26137,0x6619,0xA1AB,0.007950,7.950
26138,0x661A,0xA1AC,0.007316,7.316
26139,0x661B,0xA1AC,0.007792,7.792
26140,0x661C,0xA1AD,0.007955,7.955
26141,0x661D,0xA1AE,0.007981,7.981
26142,0x661E,0xA1AF,0.008011,8.011
26143,0x661F,0xA1B0,0.008017,8.017
26144,0x6620,0xA1B0,0.007984,7.984
26145,0x6621,0xA1B1,0.007975,7.975
26146,0x6622,0xA1B2,0.007985,7.985
26147,0x6623,0xA1B3,0.007839,7.839
26148,0x6624,0xA1B4,0.007130,7.130
26149,0x6625,0xA1B4,0.007838,7.838
26150,0x6626,0xA1B5,0.007216,7.216
26151,0x6627,0xA1B6,0.007727,7.727
26152,0x6628,0xA1B7,0.007223,7.223
26153,0x6629,0xA1B8,0.007851,7.851
26154,0x662A,0xA1B8,0.008057,8.057
26155,0x662B,0xA1B9,0.007961,7.961
26156,0x662C,0xA1BA,0.007993,7.993
26157,0x662D,0xA1BB,0.007838,7.838
26158,0x662E,0xA1BB,0.007156,7.156
26159,0x662F,0xA1BC,0.007962,7.962
26160,0x6630,0xA1BD,0.007984,7.984
26161,0x6631,0xA1BE,0.007872,7.872
26162,0x6632,0xA1BF,0.007159,7.159
26163,0x6633,0xA1BF,0.007945,7.945
26164,0x6634,0xA1C0,0.007993,7.993
26165,0x6635,0xA1C1,0.007980,7.980
26166,0x6636,0xA1C2,0.007837,7.837
26167,0x6637,0xA1C3,0.007066,7.066
26168,0x6638,0xA1C3,0.007902,7.902
26169,0x6639,0xA1C4,0.007161,7.161
26170,0x663A,0xA1C5,0.007976,7.976
26171,0x663B,0xA1C6,0.007981,7.981
26172,0x663C,0xA1C7,0.007984,7.984
26173,0x663D,0xA1C7,0.007808,7.808
26174,0x663E,0xA1C8,0.007129,7.129
26175,0x663F,0xA1C9,0.007988,7.988
26176,0x6640,0xA1CA,0.007992,7.992
26177,0x6641,0xA1CB,0.007881,7.881
26178,0x6642,0xA1CB,0.007204,7.204
26179,0x6643,0xA1CC,0.007875,7.875
26180,0x6644,0xA1CD,0.007997,7.997
26181,0x6645,0xA1CE,0.007989,7.989
26182,0x6646,0xA1CE,0.007976,7.976
26183,0x6647,0xA1CF,0.007813,7.813
26184,0x6648,0xA1D0,0.007209,7.209
26185,0x6649,0xA1D1,0.007922,7.922
26186,0x664A,0xA1D2,0.008035,8.035
26187,0x664B,0xA1D2,0.008024,8.024
26188,0x664C,0xA1D3,0.008003,8.003
26189,0x664D,0xA1D4,0.007715,7.715
26190,0x664E,0xA1D5,0.007272,7.272
26191,0x664F,0xA1D6,0.008007,8.007
26192,0x6650,0xA1D6,0.007937,7.937
26193,0x6651,0xA1D7,0.007859,7.859
26194,0x6652,0xA1D8,0.008032,8.032
26195,0x6653,0xA1D9,0.007828,7.828
26196,0x6654,0xA1DA,0.007209,7.209
26197,0x6655,0xA1DA,0.007958,7.958
26198,0x6656,0xA1DB,0.008006,8.006
26199,0x6657,0xA1DC,0.007772,7.772
26200,0x6658,0xA1DD,0.007188,7.188
26201,0x6659,0xA1DE,0.007759,7.759
26202,0x665A,0xA1DE,0.007265,7.265
26203,0x665B,0xA1DF,0.007853,7.853
26204,0x665C,0xA1E0,0.007882,7.882
26205,0x665D,0xA1E1,0.007960,7.960
26206,0x665E,0xA1E1,0.007992,7.992
26207,0x665F,0xA1E2,0.007820,7.820
26208,0x6660,0xA1E3,0.007165,7.165
26209,0x6661,0xA1E4,0.007832,7.832
26210,0x6662,0xA1E5,0.007063,7.063
26211,0x6663,0xA1E5,0.007882,7.882
26212,0x6664,0xA1E6,0.007143,7.143
26213,0x6665,0xA1E7,0.007852,7.852
26214,0x6666,0xA1E8,0.007034,7.034
26215,0x6667,0xA1E9,0.007958,7.958
26216,0x6668,0xA1E9,0.007015,7.015
26217,0x6669,0xA1EA,0.007186,7.186
26218,0x666A,0xA1EB,0.007844,7.844
26219,0x666B,0xA1EC,0.007920,7.920
26220,0x666C,0xA1ED,0.008099,8.099
26221,0x666D,0xA1ED,0.007802,7.802
26222,0x666E,0xA1EE,0.007193,7.193
26223,0x666F,0xA1EF,0.007941,7.941
26224,0x6670,0xA1F0,0.007915,7.915
26225,0x6671,0xA1F0,0.008073,8.073
26226,0x6672,0xA1F1,0.007951,7.951
26227,0x6673,0xA1F2,0.007846,7.846
26228,0x6674,0xA1F3,0.006979,6.979
26229,0x6675,0xA1F4,0.007078,7.078
26230,0x6676,0xA1F4,0.007902,7.902
26231,0x6677,0xA1F5,0.007171,7.171
26232,0x6678,0xA1F6,0.007798,7.798
26233,0x6679,0xA1F7,0.007078,7.078
26234,0x667A,0xA1F8,0.007907,7.907
26235,0x667B,0xA1F8,0.007026,7.026
26236,0x667C,0xA1F9,0.007906,7.906
26237,0x667D,0xA1FA,0.007023,7.023
26238,0x667E,0xA1FB,0.006976,6.976
26239,0x667F,0xA1FC,0.007095,7.095
26240,0x6680,0xA1FC,0.007836,7.836
26241,0x6681,0xA1FD,0.007003,7.003
26242,0x6682,0xA1FE,0.007071,7.071
26243,0x6683,0xA1FF,0.007914,7.914
26244,0x6684,0xA200,0.007048,7.048
26245,0x6685,0xA200,0.007935,7.935
26246,0x6686,0xA201,0.007007,7.007
26247,0x6687,0xA202,0.007037,7.037
26248,0x6688,0xA203,0.007916,7.916
26249,0x6689,0xA203,0.007076,7.076
26250,0x668A,0xA204,0.007908,7.908
26251,0x668B,0xA205,0.007044,7.044
26252,0x668C,0xA206,0.007904,7.904
26253,0x668D,0xA207,0.007057,7.057
26254,0x668E,0xA207,0.008075,8.075
26255,0x668F,0xA208,0.007814,7.814
26256,0x6690,0xA209,0.007036,7.036
26257,0x6691,0xA20A,0.007931,7.931
26258,0x6692,0xA20B,0.007250,7.250
26259,0x6693,0xA20B,0.007741,7.741
26260,0x6694,0xA20C,0.007253,7.253
26261,0x6695,0xA20D,0.007702,7.702
26262,0x6696,0xA20E,0.007013,7.013
26263,0x6697,0xA20F,0.007213,7.213
26264,0x6698,0xA20F,0.007860,7.860
26265,0x6699,0xA210,0.008003,8.003
26266,0x669A,0xA211,0.007857,7.857
26267,0x669B,0xA212,0.007070,7.070
26268,0x669C,0xA212,0.007894,7.894
26269,0x669D,0xA213,0.007174,7.174
26270,0x669E,0xA214,0.007891,7.891
26271,0x669F,0xA215,0.007863,7.863
26272,0x66A0,0xA216,0.007045,7.045
26273,0x66A1,0xA216,0.007062,7.062
26274,0x66A2,0xA217,0.007856,7.856
26275,0x66A3,0xA218,0.007034,7.034
26276,0x66A4,0xA219,0.007048,7.048
26277,0x66A5,0xA21A,0.007899,7.899
26278,0x66A6,0xA21A,0.007111,7.111
26279,0x66A7,0xA21B,0.007878,7.878
26280,0x66A8,0xA21C,0.007020,7.020
26281,0x66A9,0xA21D,0.007938,7.938
26282,0x66AA,0xA21E,0.007019,7.019
26283,0x66AB,0xA21E,0.007964,7.964
26284,0x66AC,0xA21F,0.007123,7.123
26285,0x66AD,0xA220,0.007934,7.934
26286,0x66AE,0xA221,0.008011,8.011
26287,0x66AF,0xA221,0.007887,7.887
26288,0x66B0,0xA222,0.007089,7.089
26289,0x66B1,0xA223,0.007844,7.844
26290,0x66B2,0xA224,0.007096,7.096
26291,0x66B3,0xA225,0.007890,7.890
26292,0x66B4,0xA225,0.007038,7.038
26293,0x66B5,0xA226,0.006964,6.964
26294,0x66B6,0xA227,0.006958,6.958
26295,0x66B7,0xA228,0.006968,6.968
26296,0x66B8,0xA229,0.007058,7.058
26297,0x66B9,0xA229,0.007120,7.120
26298,0x66BA,0xA22A,0.007799,7.799
26299,0x66BB,0xA22B,0.007016,7.016
26300,0x66BC,0xA22C,0.007148,7.148
26301,0x66BD,0xA22D,0.007967,7.967
26302,0x66BE,0xA22D,0.007925,7.925
26303,0x66BF,0xA22E,0.007875,7.875
26304,0x66C0,0xA22F,0.007217,7.217
26305,0x66C1,0xA230,0.007752,7.752
26306,0x66C2,0xA230,0.007042,7.042
26307,0x66C3,0xA231,0.007912,7.912
26308,0x66C4,0xA232,0.007186,7.186
26309,0x66C5,0xA233,0.007945,7.945
26310,0x66C6,0xA234,0.007981,7.981
26311,0x66C7,0xA234,0.008162,8.162
26312,0x66C8,0xA235,0.007680,7.680
26313,0x66C9,0xA236,0.007015,7.015
26314,0x66CA,0xA237,0.007130,7.130
26315,0x66CB,0xA238,0.007968,7.968
26316,0x66CC,0xA238,0.007985,7.985
26317,0x66CD,0xA239,0.008003,8.003
26318,0x66CE,0xA23A,0.007959,7.959
26319,0x66CF,0xA23B,0.007868,7.868
26320,0x66D0,0xA23C,0.007040,7.040
26321,0x66D1,0xA23C,0.007919,7.919
26322,0x66D2,0xA23D,0.007144,7.144
26323,0x66D3,0xA23E,0.008043,8.043
26324,0x66D4,0xA23F,0.008007,8.007
26325,0x66D5,0xA23F,0.008005,8.005
26326,0x66D6,0xA240,0.007908,7.908
26327,0x66D7,0xA241,0.008059,8.059
26328,0x66D8,0xA242,0.008005,8.005
26329,0x66D9,0xA243,0.007991,7.991
26330,0x66DA,0xA243,0.007786,7.786
26331,0x66DB,0xA244,0.007896,7.896
26332,0x66DC,0xA245,0.007302,7.302
26333,0x66DD,0xA246,0.007644,7.644
26334,0x66DE,0xA247,0.006990,6.990
26335,0x66DF,0xA247,0.007155,7.155
26336,0x66E0,0xA248,0.007991,7.991
26337,0x66E1,0xA249,0.007995,7.995
26338,0x66E2,0xA24A,0.007995,7.995
26339,0x66E3,0xA24A,0.007786,7.786
26340,0x66E4,0xA24B,0.007076,7.076
26341,0x66E5,0xA24C,0.007901,7.901
26342,0x66E6,0xA24D,0.007058,7.058
26343,0x66E7,0xA24E,0.007886,7.886
26344,0x66E8,0xA24E,0.007052,7.052
26345,0x66E9,0xA24F,0.007928,7.928
26346,0x66EA,0xA250,0.007004,7.004
26347,0x66EB,0xA251,0.007306,7.306
26348,0x66EC,0xA252,0.007737,7.737
26349,0x66ED,0xA252,0.007890,7.890
26350,0x66EE,0xA253,0.007087,7.087
26351,0x66EF,0xA254,0.007882,7.882
26352,0x66F0,0xA255,0.007345,7.345
26353,0x66F1,0xA256,0.007717,7.717
26354,0x66F2,0xA256,0.007987,7.987
26355,0x66F3,0xA257,0.008002,8.002
26356,0x66F4,0xA258,0.007869,7.869
26357,0x66F5,0xA259,0.007078,7.078
26358,0x66F6,0xA259,0.008023,8.023
26359,0x66F7,0xA25A,0.007987,7.987
26360,0x66F8,0xA25B,0.008012,8.012
26361,0x66F9,0xA25C,0.007950,7.950
26362,0x66FA,0xA25D,0.007984,7.984
26363,0x66FB,0xA25D,0.007991,7.991
26364,0x66FC,0xA25E,0.007977,7.977
26365,0x66FD,0xA25F,0.008019,8.019
26366,0x66FE,0xA260,0.007952,7.952
26367,0x66FF,0xA261,0.007990,7.990
26368,0x6700,0xA261,0.007973,7.973
26369,0x6701,0xA262,0.008006,8.006
26370,0x6702,0xA263,0.007978,7.978
26371,0x6703,0xA264,0.007995,7.995
26372,0x6704,0xA265,0.008000,8.000
26373,0x6705,0xA265,0.008008,8.008
26374,0x6706,0xA266,0.007935,7.935
26375,0x6707,0xA267,0.007959,7.959
26376,0x6708,0xA268,0.007867,7.867
26377,0x6709,0xA268,0.007070,7.070
26378,0x670A,0xA269,0.007896,7.896
26379,0x670B,0xA26A,0.007183,7.183
26380,0x670C,0xA26B,0.007814,7.814
26381,0x670D,0xA26C,0.007138,7.138
26382,0x670E,0xA26C,0.007831,7.831
26383,0x670F,0xA26D,0.007025,7.025
26384,0x6710,0xA26E,0.007915,7.915
26385,0x6711,0xA26F,0.007140,7.140
26386,0x6712,0xA270,0.007974,7.974
26387,0x6713,0xA270,0.007996,7.996
26388,0x6714,0xA271,0.008026,8.026
26389,0x6715,0xA272,0.008108,8.108
26390,0x6716,0xA273,0.007664,7.664
26391,0x6717,0xA273,0.007057,7.057
26392,0x6718,0xA274,0.008067,8.067
26393,0x6719,0xA275,0.007994,7.994
26394,0x671A,0xA276,0.007828,7.828
26395,0x671B,0xA277,0.007270,7.270
26396,0x671C,0xA277,0.008077,8.077
26397,0x671D,0xA278,0.007618,7.618
26398,0x671E,0xA279,0.007059,7.059
26399,0x671F,0xA27A,0.008050,8.050
26400,0x6720,0xA27B,0.007986,7.986
26401,0x6721,0xA27B,0.007989,7.989
26402,0x6722,0xA27C,0.007979,7.979
26403,0x6723,0xA27D,0.007862,7.862
26404,0x6724,0xA27E,0.006985,6.985
26405,0x6725,0xA27F,0.007154,7.154
26406,0x6726,0xA27F,0.008023,8.023
26407,0x6727,0xA280,0.007980,7.980
26408,0x6728,0xA281,0.008024,8.024
26409,0x6729,0xA282,0.008001,8.001
26410,0x672A,0xA282,0.007748,7.748
26411,0x672B,0xA283,0.007084,7.084
26412,0x672C,0xA284,0.007892,7.892
26413,0x672D,0xA285,0.007258,7.258
26414,0x672E,0xA286,0.007804,7.804
26415,0x672F,0xA286,0.007981,7.981
26416,0x6730,0xA287,0.008010,8.010
26417,0x6731,0xA288,0.007866,7.866
26418,0x6732,0xA289,0.007088,7.088
26419,0x6733,0xA28A,0.007864,7.864
26420,0x6734,0xA28A,0.007185,7.185
26421,0x6735,0xA28B,0.007893,7.893
26422,0x6736,0xA28C,0.008008,8.008
26423,0x6737,0xA28D,0.008111,8.111
26424,0x6738,0xA28D,0.007743,7.743
26425,0x6739,0xA28E,0.007086,7.086
26426,0x673A,0xA28F,0.007869,7.869
26427,0x673B,0xA290,0.007169,7.169
26428,0x673C,0xA291,0.007906,7.906
26429,0x673D,0xA291,0.008041,8.041
26430,0x673E,0xA292,0.007860,7.860
26431,0x673F,0xA293,0.007936,7.936
26432,0x6740,0xA294,0.007950,7.950
26433,0x6741,0xA295,0.007052,7.052
26434,0x6742,0xA295,0.008063,8.063
26435,0x6743,0xA296,0.007991,7.991
26436,0x6744,0xA297,0.007948,7.948
26437,0x6745,0xA298,0.007995,7.995
26438,0x6746,0xA299,0.008008,8.008
26439,0x6747,0xA299,0.007981,7.981
26440,0x6748,0xA29A,0.007864,7.864
26441,0x6749,0xA29B,0.006968,6.968
26442,0x674A,0xA29C,0.007258,7.258
26443,0x674B,0xA29C,0.007865,7.865
26444,0x674C,0xA29D,0.007988,7.988
26445,0x674D,0xA29E,0.007982,7.982
26446,0x674E,0xA29F,0.007978,7.978
26447,0x674F,0xA2A0,0.007989,7.989
26448,0x6750,0xA2A0,0.007868,7.868
26449,0x6751,0xA2A1,0.007021,7.021
26450,0x6752,0xA2A2,0.008225,8.225
26451,0x6753,0xA2A3,0.007852,7.852
26452,0x6754,0xA2A4,0.007916,7.916
26453,0x6755,0xA2A4,0.007997,7.997
26454,0x6756,0xA2A5,0.007905,7.905
26455,0x6757,0xA2A6,0.008040,8.040
26456,0x6758,0xA2A7,0.007827,7.827
26457,0x6759,0xA2A7,0.007141,7.141
26458,0x675A,0xA2A8,0.008018,8.018
26459,0x675B,0xA2A9,0.007939,7.939
26460,0x675C,0xA2AA,0.007997,7.997
26461,0x675D,0xA2AB,0.007994,7.994
26462,0x675E,0xA2AB,0.007992,7.992
26463,0x675F,0xA2AC,0.008045,8.045
26464,0x6760,0xA2AD,0.008022,8.022
26465,0x6761,0xA2AE,0.008005,8.005
26466,0x6762,0xA2AF,0.007984,7.984
26467,0x6763,0xA2AF,0.007979,7.979
26468,0x6764,0xA2B0,0.007725,7.725
26469,0x6765,0xA2B1,0.007256,7.256
26470,0x6766,0xA2B2,0.007892,7.892
26471,0x6767,0xA2B2,0.007979,7.979
26472,0x6768,0xA2B3,0.007974,7.974
26473,0x6769,0xA2B4,0.007842,7.842
26474,0x676A,0xA2B5,0.007155,7.155
26475,0x676B,0xA2B6,0.008007,8.007
26476,0x676C,0xA2B6,0.007999,7.999
26477,0x676D,0xA2B7,0.007970,7.970
26478,0x676E,0xA2B8,0.007751,7.751
26479,0x676F,0xA2B9,0.007254,7.254
26480,0x6770,0xA2BA,0.007909,7.909
26481,0x6771,0xA2BA,0.007966,7.966
26482,0x6772,0xA2BB,0.007976,7.976
26483,0x6773,0xA2BC,0.008001,8.001
26484,0x6774,0xA2BD,0.007987,7.987
26485,0x6775,0xA2BD,0.007979,7.979
26486,0x6776,0xA2BE,0.007816,7.816
26487,0x6777,0xA2BF,0.007147,7.147
26488,0x6778,0xA2C0,0.007977,7.977
26489,0x6779,0xA2C1,0.008000,8.000
26490,0x677A,0xA2C1,0.008509,8.509
26491,0x677B,0xA2C2,0.007347,7.347
26492,0x677C,0xA2C3,0.007086,7.086
26493,0x677D,0xA2C4,0.007855,7.855
26494,0x677E,0xA2C5,0.007215,7.215
26495,0x677F,0xA2C5,0.007882,7.882
26496,0x6780,0xA2C6,0.008005,8.005
26497,0x6781,0xA2C7,0.007843,7.843
26498,0x6782,0xA2C8,0.007083,7.083
26499,0x6783,0xA2C8,0.007864,7.864
26500,0x6784,0xA2C9,0.007147,7.147
26501,0x6785,0xA2CA,0.007994,7.994
26502,0x6786,0xA2CB,0.008010,8.010
26503,0x6787,0xA2CC,0.007990,7.990
26504,0x6788,0xA2CC,0.007862,7.862
26505,0x6789,0xA2CD,0.007081,7.081
26506,0x678A,0xA2CE,0.007850,7.850
26507,0x678B,0xA2CF,0.007199,7.199
26508,0x678C,0xA2D0,0.007902,7.902
26509,0x678D,0xA2D0,0.007851,7.851
26510,0x678E,0xA2D1,0.007091,7.091
26511,0x678F,0xA2D2,0.007916,7.916
26512,0x6790,0xA2D3,0.007194,7.194
26513,0x6791,0xA2D4,0.007924,7.924
26514,0x6792,0xA2D4,0.007968,7.968
26515,0x6793,0xA2D5,0.008008,8.008
26516,0x6794,0xA2D6,0.007987,7.987
26517,0x6795,0xA2D7,0.007981,7.981
26518,0x6796,0xA2D7,0.007977,7.977
26519,0x6797,0xA2D8,0.007986,7.986
26520,0x6798,0xA2D9,0.007989,7.989
26521,0x6799,0xA2DA,0.007981,7.981
26522,0x679A,0xA2DB,0.007997,7.997
26523,0x679B,0xA2DB,0.007803,7.803
26524,0x679C,0xA2DC,0.007019,7.019
26525,0x679D,0xA2DD,0.007050,7.050
26526,0x679E,0xA2DE,0.007887,7.887
26527,0x679F,0xA2DF,0.006966,6.966
26528,0x67A0,0xA2DF,0.007066,7.066
26529,0x67A1,0xA2E0,0.006965,6.965
26530,0x67A2,0xA2E1,0.007072,7.072
26531,0x67A3,0xA2E2,0.007860,7.860
26532,0x67A4,0xA2E2,0.006992,6.992
26533,0x67A5,0xA2E3,0.006970,6.970
26534,0x67A6,0xA2E4,0.007070,7.070
26535,0x67A7,0xA2E5,0.007055,7.055
26536,0x67A8,0xA2E6,0.007845,7.845
26537,0x67A9,0xA2E6,0.007016,7.016
26538,0x67AA,0xA2E7,0.006980,6.980
26539,0x67AB,0xA2E8,0.007046,7.046
26540,0x67AC,0xA2E9,0.006976,6.976
26541,0x67AD,0xA2EA,0.007935,7.935
26542,0x67AE,0xA2EA,0.007012,7.012
26543,0x67AF,0xA2EB,0.006961,6.961
26544,0x67B0,0xA2EC,0.006992,6.992
26545,0x67B1,0xA2ED,0.007039,7.039
26546,0x67B2,0xA2ED,0.006958,6.958
26547,0x67B3,0xA2EE,0.006968,6.968
26548,0x67B4,0xA2EF,0.007081,7.081
26549,0x67B5,0xA2F0,0.007885,7.885
26550,0x67B6,0xA2F1,0.007059,7.059
26551,0x67B7,0xA2F1,0.006954,6.954
26552,0x67B8,0xA2F2,0.006971,6.971
26553,0x67B9,0xA2F3,0.006986,6.986
26554,0x67BA,0xA2F4,0.007037,7.037
26555,0x67BB,0xA2F5,0.007039,7.039
26556,0x67BC,0xA2F5,0.007882,7.882
26557,0x67BD,0xA2F6,0.007038,7.038
26558,0x67BE,0xA2F7,0.007051,7.051
26559,0x67BF,0xA2F8,0.007858,7.858
26560,0x67C0,0xA2F8,0.007047,7.047
26561,0x67C1,0xA2F9,0.007902,7.902
26562,0x67C2,0xA2FA,0.007059,7.059
26563,0x67C3,0xA2FB,0.007890,7.890
26564,0x67C4,0xA2FC,0.007074,7.074
26565,0x67C5,0xA2FC,0.007903,7.903
26566,0x67C6,0xA2FD,0.007028,7.028
26567,0x67C7,0xA2FE,0.007053,7.053
26568,0x67C8,0xA2FF,0.007848,7.848
