Input (Dec),Expected (Float),FPGA (Q8.8),Abs Error,Error (LSB),Status
29436,171.5692,171.5664,0.002822,0.72 LSB,PASS
29437,171.5721,171.5703,0.001830,0.47 LSB,PASS
29438,171.5751,171.5742,0.000838,0.21 LSB,PASS
29439,171.5780,171.5742,0.003752,0.96 LSB,PASS
29440,171.5809,171.5781,0.002760,0.71 LSB,PASS
29441,171.5838,171.5820,0.001768,0.45 LSB,PASS
29442,171.5867,171.5859,0.000775,0.20 LSB,PASS
29443,171.5896,171.5859,0.003689,0.94 LSB,PASS
29444,171.5925,171.5898,0.002697,0.69 LSB,PASS
29445,171.5955,171.5938,0.001704,0.44 LSB,PASS
29446,171.5984,171.5977,0.000712,0.18 LSB,PASS
29447,171.6013,171.5977,0.003626,0.93 LSB,PASS
29448,171.6042,171.6016,0.002633,0.67 LSB,PASS
29449,171.6071,171.6055,0.001641,0.42 LSB,PASS
29450,171.6100,171.6094,0.000648,0.17 LSB,PASS
29451,171.6129,171.6094,0.003562,0.91 LSB,PASS
29452,171.6159,171.6133,0.002569,0.66 LSB,PASS
29453,171.6188,171.6172,0.001576,0.40 LSB,PASS
29454,171.6217,171.6211,0.000583,0.15 LSB,PASS
29455,171.6246,171.6211,0.003497,0.90 LSB,PASS
29456,171.6275,171.6250,0.002504,0.64 LSB,PASS
29457,171.6304,171.6289,0.001511,0.39 LSB,PASS
29458,171.6333,171.6328,0.000518,0.13 LSB,PASS
29459,171.6362,171.6328,0.003431,0.88 LSB,PASS
29460,171.6392,171.6367,0.002438,0.62 LSB,PASS
29461,171.6421,171.6406,0.001444,0.37 LSB,PASS
29462,171.6450,171.6445,0.000451,0.12 LSB,PASS
29463,171.6479,171.6445,0.003364,0.86 LSB,PASS
29464,171.6508,171.6484,0.002371,0.61 LSB,PASS
29465,171.6537,171.6523,0.001377,0.35 LSB,PASS
29466,171.6566,171.6562,0.000384,0.10 LSB,PASS
29467,171.6595,171.6562,0.003297,0.84 LSB,PASS
29468,171.6625,171.6602,0.002303,0.59 LSB,PASS
29469,171.6654,171.6641,0.001310,0.34 LSB,PASS
29470,171.6683,171.6680,0.000316,0.08 LSB,PASS
29471,171.6712,171.6680,0.003229,0.83 LSB,PASS
29472,171.6741,171.6719,0.002235,0.57 LSB,PASS
29473,171.6770,171.6758,0.001241,0.32 LSB,PASS
29474,171.6799,171.6797,0.000247,0.06 LSB,PASS
29475,171.6828,171.6797,0.003160,0.81 LSB,PASS
29476,171.6858,171.6836,0.002166,0.55 LSB,PASS
29477,171.6887,171.6875,0.001172,0.30 LSB,PASS
29478,171.6916,171.6914,0.000178,0.05 LSB,PASS
29479,171.6945,171.6914,0.003090,0.79 LSB,PASS
29480,171.6974,171.6953,0.002096,0.54 LSB,PASS
29481,171.7003,171.6992,0.001102,0.28 LSB,PASS
29482,171.7032,171.7031,0.000107,0.03 LSB,PASS
29483,171.7061,171.7031,0.003019,0.77 LSB,PASS
29484,171.7091,171.7070,0.002025,0.52 LSB,PASS
29485,171.7120,171.7109,0.001031,0.26 LSB,PASS
29486,171.7149,171.7148,0.000036,0.01 LSB,PASS
29487,171.7178,171.7148,0.002948,0.75 LSB,PASS
29488,171.7207,171.7188,0.001953,0.50 LSB,PASS
29489,171.7236,171.7227,0.000959,0.25 LSB,PASS
29490,171.7265,171.7227,0.003871,0.99 LSB,PASS
29491,171.7294,171.7266,0.002876,0.74 LSB,PASS
29492,171.7323,171.7305,0.001881,0.48 LSB,PASS
29493,171.7353,171.7344,0.000886,0.23 LSB,PASS
29494,171.7382,171.7344,0.003798,0.97 LSB,PASS
29495,171.7411,171.7383,0.002803,0.72 LSB,PASS
29496,171.7440,171.7422,0.001808,0.46 LSB,PASS
29497,171.7469,171.7461,0.000813,0.21 LSB,PASS
29498,171.7498,171.7461,0.003724,0.95 LSB,PASS
29499,171.7527,171.7500,0.002729,0.70 LSB,PASS
29500,171.7556,171.7539,0.001734,0.44 LSB,PASS
29501,171.7586,171.7578,0.000739,0.19 LSB,PASS
29502,171.7615,171.7578,0.003650,0.93 LSB,PASS
29503,171.7644,171.7617,0.002655,0.68 LSB,PASS
29504,171.7673,171.7656,0.001659,0.42 LSB,PASS
29505,171.7702,171.7695,0.000664,0.17 LSB,PASS
29506,171.7731,171.7695,0.003575,0.92 LSB,PASS
29507,171.7760,171.7734,0.002579,0.66 LSB,PASS
29508,171.7789,171.7773,0.001584,0.41 LSB,PASS
29509,171.7818,171.7812,0.000588,0.15 LSB,PASS
29510,171.7847,171.7812,0.003499,0.90 LSB,PASS
29511,171.7877,171.7852,0.002503,0.64 LSB,PASS
29512,171.7906,171.7891,0.001508,0.39 LSB,PASS
29513,171.7935,171.7930,0.000512,0.13 LSB,PASS
29514,171.7964,171.7930,0.003422,0.88 LSB,PASS
29515,171.7993,171.7969,0.002427,0.62 LSB,PASS
29516,171.8022,171.8008,0.001431,0.37 LSB,PASS
29517,171.8051,171.8047,0.000435,0.11 LSB,PASS
29518,171.8080,171.8047,0.003345,0.86 LSB,PASS
29519,171.8109,171.8086,0.002349,0.60 LSB,PASS
29520,171.8139,171.8125,0.001353,0.35 LSB,PASS
29521,171.8168,171.8164,0.000357,0.09 LSB,PASS
29522,171.8197,171.8164,0.003267,0.84 LSB,PASS
29523,171.8226,171.8203,0.002270,0.58 LSB,PASS
29524,171.8255,171.8242,0.001274,0.33 LSB,PASS
29525,171.8284,171.8281,0.000278,0.07 LSB,PASS
29526,171.8313,171.8281,0.003188,0.82 LSB,PASS
29527,171.8342,171.8320,0.002191,0.56 LSB,PASS
29528,171.8371,171.8359,0.001195,0.31 LSB,PASS
29529,171.8400,171.8398,0.000198,0.05 LSB,PASS
29530,171.8430,171.8398,0.003108,0.80 LSB,PASS
29531,171.8459,171.8438,0.002111,0.54 LSB,PASS
29532,171.8488,171.8477,0.001114,0.29 LSB,PASS
29533,171.8517,171.8516,0.000118,0.03 LSB,PASS
29534,171.8546,171.8516,0.003027,0.77 LSB,PASS
29535,171.8575,171.8555,0.002030,0.52 LSB,PASS
29536,171.8604,171.8594,0.001033,0.26 LSB,PASS
29537,171.8633,171.8633,0.000037,0.01 LSB,PASS
29538,171.8662,171.8633,0.002946,0.75 LSB,PASS
29539,171.8691,171.8672,0.001949,0.50 LSB,PASS
29540,171.8720,171.8711,0.000952,0.24 LSB,PASS
29541,171.8750,171.8711,0.003861,0.99 LSB,PASS
29542,171.8779,171.8750,0.002864,0.73 LSB,PASS
29543,171.8808,171.8789,0.001866,0.48 LSB,PASS
29544,171.8837,171.8828,0.000869,0.22 LSB,PASS
29545,171.8866,171.8828,0.003778,0.97 LSB,PASS
29546,171.8895,171.8867,0.002781,0.71 LSB,PASS
29547,171.8924,171.8906,0.001783,0.46 LSB,PASS
29548,171.8953,171.8945,0.000786,0.20 LSB,PASS
29549,171.8982,171.8945,0.003694,0.95 LSB,PASS
29550,171.9011,171.8984,0.002697,0.69 LSB,PASS
29551,171.9040,171.9023,0.001699,0.44 LSB,PASS
29552,171.9070,171.9062,0.000702,0.18 LSB,PASS
29553,171.9099,171.9062,0.003610,0.92 LSB,PASS
29554,171.9128,171.9102,0.002612,0.67 LSB,PASS
29555,171.9157,171.9141,0.001615,0.41 LSB,PASS
29556,171.9186,171.9180,0.000617,0.16 LSB,PASS
29557,171.9215,171.9180,0.003525,0.90 LSB,PASS
29558,171.9244,171.9219,0.002527,0.65 LSB,PASS
29559,171.9273,171.9258,0.001529,0.39 LSB,PASS
29560,171.9302,171.9297,0.000531,0.14 LSB,PASS
29561,171.9331,171.9297,0.003439,0.88 LSB,PASS
29562,171.9360,171.9336,0.002441,0.62 LSB,PASS
29563,171.9389,171.9375,0.001443,0.37 LSB,PASS
29564,171.9419,171.9414,0.000444,0.11 LSB,PASS
29565,171.9448,171.9414,0.003352,0.86 LSB,PASS
29566,171.9477,171.9453,0.002354,0.60 LSB,PASS
29567,171.9506,171.9492,0.001356,0.35 LSB,PASS
29568,171.9535,171.9531,0.000357,0.09 LSB,PASS
29569,171.9564,171.9531,0.003265,0.84 LSB,PASS
29570,171.9593,171.9570,0.002266,0.58 LSB,PASS
29571,171.9622,171.9609,0.001268,0.32 LSB,PASS
29572,171.9651,171.9648,0.000269,0.07 LSB,PASS
29573,171.9680,171.9648,0.003177,0.81 LSB,PASS
29574,171.9709,171.9688,0.002178,0.56 LSB,PASS
29575,171.9738,171.9727,0.001179,0.30 LSB,PASS
29576,171.9767,171.9766,0.000180,0.05 LSB,PASS
29577,171.9796,171.9766,0.003087,0.79 LSB,PASS
29578,171.9826,171.9805,0.002089,0.53 LSB,PASS
29579,171.9855,171.9844,0.001090,0.28 LSB,PASS
29580,171.9884,171.9883,0.000090,0.02 LSB,PASS
29581,171.9913,171.9883,0.002998,0.77 LSB,PASS
29582,171.9942,171.9922,0.001998,0.51 LSB,PASS
29583,171.9971,171.9961,0.000999,0.26 LSB,PASS
29584,172.0000,172.0000,0.000000,0.00 LSB,PASS
29585,172.0029,172.0000,0.002907,0.74 LSB,PASS
29586,172.0058,172.0039,0.001908,0.49 LSB,PASS
29587,172.0087,172.0078,0.000908,0.23 LSB,PASS
29588,172.0116,172.0078,0.003815,0.98 LSB,PASS
29589,172.0145,172.0117,0.002816,0.72 LSB,PASS
29590,172.0174,172.0156,0.001816,0.46 LSB,PASS
29591,172.0203,172.0195,0.000816,0.21 LSB,PASS
29592,172.0233,172.0195,0.003723,0.95 LSB,PASS
29593,172.0262,172.0234,0.002723,0.70 LSB,PASS
29594,172.0291,172.0273,0.001724,0.44 LSB,PASS
29595,172.0320,172.0312,0.000724,0.19 LSB,PASS
29596,172.0349,172.0312,0.003630,0.93 LSB,PASS
29597,172.0378,172.0352,0.002630,0.67 LSB,PASS
29598,172.0407,172.0391,0.001630,0.42 LSB,PASS
29599,172.0436,172.0430,0.000630,0.16 LSB,PASS
29600,172.0465,172.0430,0.003537,0.91 LSB,PASS
29601,172.0494,172.0469,0.002537,0.65 LSB,PASS
29602,172.0523,172.0508,0.001536,0.39 LSB,PASS
29603,172.0552,172.0547,0.000536,0.14 LSB,PASS
29604,172.0581,172.0547,0.003442,0.88 LSB,PASS
29605,172.0610,172.0586,0.002442,0.63 LSB,PASS
29606,172.0639,172.0625,0.001442,0.37 LSB,PASS
29607,172.0668,172.0664,0.000441,0.11 LSB,PASS
29608,172.0698,172.0664,0.003347,0.86 LSB,PASS
29609,172.0727,172.0703,0.002347,0.60 LSB,PASS
29610,172.0756,172.0742,0.001346,0.34 LSB,PASS
29611,172.0785,172.0781,0.000345,0.09 LSB,PASS
29612,172.0814,172.0781,0.003251,0.83 LSB,PASS
29613,172.0843,172.0820,0.002250,0.58 LSB,PASS
29614,172.0872,172.0859,0.001250,0.32 LSB,PASS
29615,172.0901,172.0898,0.000249,0.06 LSB,PASS
29616,172.0930,172.0898,0.003154,0.81 LSB,PASS
29617,172.0959,172.0938,0.002153,0.55 LSB,PASS
29618,172.0988,172.0977,0.001153,0.30 LSB,PASS
29619,172.1017,172.1016,0.000152,0.04 LSB,PASS
29620,172.1046,172.1016,0.003057,0.78 LSB,PASS
29621,172.1075,172.1055,0.002056,0.53 LSB,PASS
29622,172.1104,172.1094,0.001055,0.27 LSB,PASS
29623,172.1133,172.1133,0.000054,0.01 LSB,PASS
29624,172.1162,172.1133,0.002959,0.76 LSB,PASS
29625,172.1191,172.1172,0.001957,0.50 LSB,PASS
29626,172.1220,172.1211,0.000956,0.24 LSB,PASS
29627,172.1250,172.1211,0.003861,0.99 LSB,PASS
29628,172.1279,172.1250,0.002859,0.73 LSB,PASS
29629,172.1308,172.1289,0.001858,0.48 LSB,PASS
29630,172.1337,172.1328,0.000856,0.22 LSB,PASS
29631,172.1366,172.1328,0.003761,0.96 LSB,PASS
29632,172.1395,172.1367,0.002760,0.71 LSB,PASS
29633,172.1424,172.1406,0.001758,0.45 LSB,PASS
29634,172.1453,172.1445,0.000756,0.19 LSB,PASS
29635,172.1482,172.1445,0.003661,0.94 LSB,PASS
29636,172.1511,172.1484,0.002659,0.68 LSB,PASS
29637,172.1540,172.1523,0.001657,0.42 LSB,PASS
29638,172.1569,172.1562,0.000655,0.17 LSB,PASS
29639,172.1598,172.1562,0.003559,0.91 LSB,PASS
29640,172.1627,172.1602,0.002557,0.65 LSB,PASS
29641,172.1656,172.1641,0.001555,0.40 LSB,PASS
29642,172.1685,172.1680,0.000553,0.14 LSB,PASS
29643,172.1714,172.1680,0.003457,0.89 LSB,PASS
29644,172.1743,172.1719,0.002455,0.63 LSB,PASS
29645,172.1772,172.1758,0.001453,0.37 LSB,PASS
29646,172.1801,172.1797,0.000451,0.12 LSB,PASS
29647,172.1830,172.1797,0.003355,0.86 LSB,PASS
29648,172.1859,172.1836,0.002352,0.60 LSB,PASS
29649,172.1888,172.1875,0.001350,0.35 LSB,PASS
29650,172.1918,172.1914,0.000347,0.09 LSB,PASS
29651,172.1947,172.1914,0.003251,0.83 LSB,PASS
29652,172.1976,172.1953,0.002248,0.58 LSB,PASS
29653,172.2005,172.1992,0.001246,0.32 LSB,PASS
29654,172.2034,172.2031,0.000243,0.06 LSB,PASS
29655,172.2063,172.2031,0.003147,0.81 LSB,PASS
29656,172.2092,172.2070,0.002144,0.55 LSB,PASS
29657,172.2121,172.2109,0.001141,0.29 LSB,PASS
29658,172.2150,172.2148,0.000138,0.04 LSB,PASS
29659,172.2179,172.2148,0.003042,0.78 LSB,PASS
29660,172.2208,172.2188,0.002039,0.52 LSB,PASS
29661,172.2237,172.2227,0.001036,0.27 LSB,PASS
29662,172.2266,172.2266,0.000032,0.01 LSB,PASS
29663,172.2295,172.2266,0.002936,0.75 LSB,PASS
29664,172.2324,172.2305,0.001932,0.49 LSB,PASS
29665,172.2353,172.2344,0.000929,0.24 LSB,PASS
29666,172.2382,172.2344,0.003832,0.98 LSB,PASS
29667,172.2411,172.2383,0.002829,0.72 LSB,PASS
29668,172.2440,172.2422,0.001825,0.47 LSB,PASS
29669,172.2469,172.2461,0.000822,0.21 LSB,PASS
29670,172.2498,172.2461,0.003725,0.95 LSB,PASS
29671,172.2527,172.2500,0.002721,0.70 LSB,PASS
29672,172.2556,172.2539,0.001718,0.44 LSB,PASS
29673,172.2585,172.2578,0.000714,0.18 LSB,PASS
29674,172.2614,172.2578,0.003617,0.93 LSB,PASS
29675,172.2643,172.2617,0.002613,0.67 LSB,PASS
29676,172.2672,172.2656,0.001609,0.41 LSB,PASS
29677,172.2701,172.2695,0.000605,0.15 LSB,PASS
29678,172.2730,172.2695,0.003508,0.90 LSB,PASS
29679,172.2759,172.2734,0.002504,0.64 LSB,PASS
29680,172.2788,172.2773,0.001500,0.38 LSB,PASS
29681,172.2817,172.2812,0.000496,0.13 LSB,PASS
29682,172.2846,172.2812,0.003398,0.87 LSB,PASS
29683,172.2876,172.2852,0.002394,0.61 LSB,PASS
29684,172.2905,172.2891,0.001390,0.36 LSB,PASS
29685,172.2934,172.2930,0.000386,0.10 LSB,PASS
29686,172.2963,172.2930,0.003288,0.84 LSB,PASS
29687,172.2992,172.2969,0.002283,0.58 LSB,PASS
29688,172.3021,172.3008,0.001279,0.33 LSB,PASS
29689,172.3050,172.3047,0.000275,0.07 LSB,PASS
29690,172.3079,172.3047,0.003177,0.81 LSB,PASS
29691,172.3108,172.3086,0.002172,0.56 LSB,PASS
29692,172.3137,172.3125,0.001167,0.30 LSB,PASS
29693,172.3166,172.3164,0.000163,0.04 LSB,PASS
29694,172.3195,172.3164,0.003065,0.78 LSB,PASS
29695,172.3224,172.3203,0.002060,0.53 LSB,PASS
29696,172.3253,172.3242,0.001055,0.27 LSB,PASS
29697,172.3282,172.3281,0.000050,0.01 LSB,PASS
29698,172.3311,172.3281,0.002952,0.76 LSB,PASS
29699,172.3340,172.3320,0.001947,0.50 LSB,PASS
29700,172.3369,172.3359,0.000942,0.24 LSB,PASS
29701,172.3398,172.3359,0.003843,0.98 LSB,PASS
29702,172.3427,172.3398,0.002838,0.73 LSB,PASS
29703,172.3456,172.3438,0.001833,0.47 LSB,PASS
29704,172.3485,172.3477,0.000828,0.21 LSB,PASS
29705,172.3514,172.3477,0.003729,0.95 LSB,PASS
29706,172.3543,172.3516,0.002724,0.70 LSB,PASS
29707,172.3572,172.3555,0.001719,0.44 LSB,PASS
29708,172.3601,172.3594,0.000713,0.18 LSB,PASS
29709,172.3630,172.3594,0.003614,0.93 LSB,PASS
29710,172.3659,172.3633,0.002609,0.67 LSB,PASS
29711,172.3688,172.3672,0.001603,0.41 LSB,PASS
29712,172.3717,172.3711,0.000598,0.15 LSB,PASS
29713,172.3746,172.3711,0.003498,0.90 LSB,PASS
29714,172.3775,172.3750,0.002493,0.64 LSB,PASS
29715,172.3804,172.3789,0.001487,0.38 LSB,PASS
29716,172.3833,172.3828,0.000481,0.12 LSB,PASS
29717,172.3862,172.3828,0.003382,0.87 LSB,PASS
29718,172.3891,172.3867,0.002376,0.61 LSB,PASS
29719,172.3920,172.3906,0.001370,0.35 LSB,PASS
29720,172.3949,172.3945,0.000364,0.09 LSB,PASS
29721,172.3978,172.3945,0.003265,0.84 LSB,PASS
29722,172.4007,172.3984,0.002259,0.58 LSB,PASS
29723,172.4036,172.4023,0.001253,0.32 LSB,PASS
29724,172.4065,172.4062,0.000246,0.06 LSB,PASS
29725,172.4094,172.4062,0.003146,0.81 LSB,PASS
29726,172.4123,172.4102,0.002140,0.55 LSB,PASS
29727,172.4152,172.4141,0.001134,0.29 LSB,PASS
29728,172.4181,172.4180,0.000128,0.03 LSB,PASS
29729,172.4210,172.4180,0.003028,0.78 LSB,PASS
29730,172.4239,172.4219,0.002021,0.52 LSB,PASS
29731,172.4268,172.4258,0.001015,0.26 LSB,PASS
29732,172.4297,172.4297,0.000008,0.00 LSB,PASS
29733,172.4326,172.4297,0.002908,0.74 LSB,PASS
29734,172.4355,172.4336,0.001901,0.49 LSB,PASS
29735,172.4384,172.4375,0.000895,0.23 LSB,PASS
29736,172.4413,172.4375,0.003794,0.97 LSB,PASS
29737,172.4442,172.4414,0.002788,0.71 LSB,PASS
29738,172.4471,172.4453,0.001781,0.46 LSB,PASS
29739,172.4500,172.4492,0.000774,0.20 LSB,PASS
29740,172.4529,172.4492,0.003673,0.94 LSB,PASS
29741,172.4558,172.4531,0.002666,0.68 LSB,PASS
29742,172.4587,172.4570,0.001659,0.42 LSB,PASS
29743,172.4616,172.4609,0.000652,0.17 LSB,PASS
29744,172.4645,172.4609,0.003552,0.91 LSB,PASS
29745,172.4674,172.4648,0.002544,0.65 LSB,PASS
29746,172.4703,172.4688,0.001537,0.39 LSB,PASS
29747,172.4732,172.4727,0.000530,0.14 LSB,PASS
29748,172.4761,172.4727,0.003429,0.88 LSB,PASS
29749,172.4790,172.4766,0.002422,0.62 LSB,PASS
29750,172.4819,172.4805,0.001414,0.36 LSB,PASS
29751,172.4848,172.4844,0.000407,0.10 LSB,PASS
29752,172.4877,172.4844,0.003306,0.85 LSB,PASS
29753,172.4906,172.4883,0.002298,0.59 LSB,PASS
29754,172.4935,172.4922,0.001291,0.33 LSB,PASS
29755,172.4964,172.4961,0.000283,0.07 LSB,PASS
29756,172.4993,172.4961,0.003182,0.81 LSB,PASS
29757,172.5022,172.5000,0.002174,0.56 LSB,PASS
29758,172.5051,172.5039,0.001166,0.30 LSB,PASS
29759,172.5080,172.5078,0.000158,0.04 LSB,PASS
29760,172.5109,172.5078,0.003057,0.78 LSB,PASS
29761,172.5138,172.5117,0.002049,0.52 LSB,PASS
29762,172.5167,172.5156,0.001041,0.27 LSB,PASS
29763,172.5196,172.5195,0.000033,0.01 LSB,PASS
29764,172.5225,172.5195,0.002931,0.75 LSB,PASS
29765,172.5254,172.5234,0.001923,0.49 LSB,PASS
29766,172.5283,172.5273,0.000915,0.23 LSB,PASS
29767,172.5312,172.5273,0.003813,0.98 LSB,PASS
29768,172.5341,172.5312,0.002805,0.72 LSB,PASS
29769,172.5370,172.5352,0.001796,0.46 LSB,PASS
29770,172.5399,172.5391,0.000788,0.20 LSB,PASS
29771,172.5427,172.5391,0.003686,0.94 LSB,PASS
29772,172.5456,172.5430,0.002677,0.69 LSB,PASS
29773,172.5485,172.5469,0.001669,0.43 LSB,PASS
29774,172.5514,172.5508,0.000660,0.17 LSB,PASS
29775,172.5543,172.5508,0.003558,0.91 LSB,PASS
29776,172.5572,172.5547,0.002549,0.65 LSB,PASS
29777,172.5601,172.5586,0.001541,0.39 LSB,PASS
29778,172.5630,172.5625,0.000532,0.14 LSB,PASS
29779,172.5659,172.5625,0.003429,0.88 LSB,PASS
29780,172.5688,172.5664,0.002421,0.62 LSB,PASS
29781,172.5717,172.5703,0.001412,0.36 LSB,PASS
29782,172.5746,172.5742,0.000403,0.10 LSB,PASS
29783,172.5775,172.5742,0.003300,0.84 LSB,PASS
29784,172.5804,172.5781,0.002291,0.59 LSB,PASS
29785,172.5833,172.5820,0.001282,0.33 LSB,PASS
29786,172.5862,172.5859,0.000273,0.07 LSB,PASS
29787,172.5891,172.5859,0.003170,0.81 LSB,PASS
29788,172.5920,172.5898,0.002161,0.55 LSB,PASS
29789,172.5949,172.5938,0.001151,0.29 LSB,PASS
29790,172.5978,172.5977,0.000142,0.04 LSB,PASS
29791,172.6007,172.5977,0.003039,0.78 LSB,PASS
29792,172.6036,172.6016,0.002030,0.52 LSB,PASS
29793,172.6065,172.6055,0.001020,0.26 LSB,PASS
29794,172.6094,172.6094,0.000011,0.00 LSB,PASS
29795,172.6123,172.6094,0.002907,0.74 LSB,PASS
29796,172.6152,172.6133,0.001898,0.49 LSB,PASS
29797,172.6181,172.6172,0.000888,0.23 LSB,PASS
29798,172.6210,172.6172,0.003785,0.97 LSB,PASS
29799,172.6239,172.6211,0.002775,0.71 LSB,PASS
29800,172.6268,172.6250,0.001765,0.45 LSB,PASS
29801,172.6297,172.6289,0.000755,0.19 LSB,PASS
29802,172.6326,172.6289,0.003652,0.93 LSB,PASS
29803,172.6355,172.6328,0.002642,0.68 LSB,PASS
29804,172.6384,172.6367,0.001632,0.42 LSB,PASS
29805,172.6412,172.6406,0.000622,0.16 LSB,PASS
29806,172.6441,172.6406,0.003518,0.90 LSB,PASS
29807,172.6470,172.6445,0.002508,0.64 LSB,PASS
29808,172.6499,172.6484,0.001497,0.38 LSB,PASS
29809,172.6528,172.6523,0.000487,0.12 LSB,PASS
29810,172.6557,172.6523,0.003383,0.87 LSB,PASS
29811,172.6586,172.6562,0.002373,0.61 LSB,PASS
29812,172.6615,172.6602,0.001362,0.35 LSB,PASS
29813,172.6644,172.6641,0.000352,0.09 LSB,PASS
29814,172.6673,172.6641,0.003248,0.83 LSB,PASS
29815,172.6702,172.6680,0.002237,0.57 LSB,PASS
29816,172.6731,172.6719,0.001227,0.31 LSB,PASS
29817,172.6760,172.6758,0.000216,0.06 LSB,PASS
29818,172.6789,172.6758,0.003111,0.80 LSB,PASS
29819,172.6818,172.6797,0.002101,0.54 LSB,PASS
29820,172.6847,172.6836,0.001090,0.28 LSB,PASS
29821,172.6876,172.6875,0.000079,0.02 LSB,PASS
29822,172.6905,172.6875,0.002975,0.76 LSB,PASS
29823,172.6934,172.6914,0.001964,0.50 LSB,PASS
29824,172.6963,172.6953,0.000953,0.24 LSB,PASS
29825,172.6992,172.6953,0.003848,0.99 LSB,PASS
29826,172.7021,172.6992,0.002837,0.73 LSB,PASS
29827,172.7050,172.7031,0.001826,0.47 LSB,PASS
29828,172.7078,172.7070,0.000815,0.21 LSB,PASS
29829,172.7107,172.7070,0.003710,0.95 LSB,PASS
29830,172.7136,172.7109,0.002698,0.69 LSB,PASS
29831,172.7165,172.7148,0.001687,0.43 LSB,PASS
29832,172.7194,172.7188,0.000676,0.17 LSB,PASS
29833,172.7223,172.7188,0.003571,0.91 LSB,PASS
29834,172.7252,172.7227,0.002559,0.66 LSB,PASS
29835,172.7281,172.7266,0.001548,0.40 LSB,PASS
29836,172.7310,172.7305,0.000536,0.14 LSB,PASS
29837,172.7339,172.7305,0.003431,0.88 LSB,PASS
29838,172.7368,172.7344,0.002419,0.62 LSB,PASS
29839,172.7397,172.7383,0.001407,0.36 LSB,PASS
29840,172.7426,172.7422,0.000396,0.10 LSB,PASS
29841,172.7455,172.7422,0.003290,0.84 LSB,PASS
29842,172.7484,172.7461,0.002278,0.58 LSB,PASS
29843,172.7513,172.7500,0.001266,0.32 LSB,PASS
29844,172.7542,172.7539,0.000254,0.07 LSB,PASS
29845,172.7571,172.7539,0.003149,0.81 LSB,PASS
29846,172.7599,172.7578,0.002137,0.55 LSB,PASS
29847,172.7628,172.7617,0.001124,0.29 LSB,PASS
29848,172.7657,172.7656,0.000112,0.03 LSB,PASS
29849,172.7686,172.7656,0.003006,0.77 LSB,PASS
29850,172.7715,172.7695,0.001994,0.51 LSB,PASS
29851,172.7744,172.7734,0.000982,0.25 LSB,PASS
29852,172.7773,172.7734,0.003876,0.99 LSB,PASS
29853,172.7802,172.7773,0.002863,0.73 LSB,PASS
29854,172.7831,172.7812,0.001851,0.47 LSB,PASS
29855,172.7860,172.7852,0.000839,0.21 LSB,PASS
29856,172.7889,172.7852,0.003732,0.96 LSB,PASS
29857,172.7918,172.7891,0.002720,0.70 LSB,PASS
29858,172.7947,172.7930,0.001707,0.44 LSB,PASS
29859,172.7976,172.7969,0.000694,0.18 LSB,PASS
29860,172.8005,172.7969,0.003588,0.92 LSB,PASS
29861,172.8034,172.8008,0.002575,0.66 LSB,PASS
29862,172.8062,172.8047,0.001562,0.40 LSB,PASS
29863,172.8091,172.8086,0.000550,0.14 LSB,PASS
29864,172.8120,172.8086,0.003443,0.88 LSB,PASS
29865,172.8149,172.8125,0.002430,0.62 LSB,PASS
29866,172.8178,172.8164,0.001417,0.36 LSB,PASS
29867,172.8207,172.8203,0.000404,0.10 LSB,PASS
29868,172.8236,172.8203,0.003297,0.84 LSB,PASS
29869,172.8265,172.8242,0.002284,0.58 LSB,PASS
29870,172.8294,172.8281,0.001271,0.33 LSB,PASS
29871,172.8323,172.8320,0.000257,0.07 LSB,PASS
29872,172.8352,172.8320,0.003150,0.81 LSB,PASS
29873,172.8381,172.8359,0.002137,0.55 LSB,PASS
29874,172.8410,172.8398,0.001124,0.29 LSB,PASS
29875,172.8439,172.8438,0.000110,0.03 LSB,PASS
29876,172.8468,172.8438,0.003003,0.77 LSB,PASS
29877,172.8496,172.8477,0.001989,0.51 LSB,PASS
29878,172.8525,172.8516,0.000976,0.25 LSB,PASS
29879,172.8554,172.8516,0.003868,0.99 LSB,PASS
29880,172.8583,172.8555,0.002855,0.73 LSB,PASS
29881,172.8612,172.8594,0.001841,0.47 LSB,PASS
29882,172.8641,172.8633,0.000827,0.21 LSB,PASS
29883,172.8670,172.8633,0.003720,0.95 LSB,PASS
29884,172.8699,172.8672,0.002706,0.69 LSB,PASS
29885,172.8728,172.8711,0.001692,0.43 LSB,PASS
29886,172.8757,172.8750,0.000678,0.17 LSB,PASS
29887,172.8786,172.8750,0.003570,0.91 LSB,PASS
29888,172.8815,172.8789,0.002556,0.65 LSB,PASS
29889,172.8844,172.8828,0.001542,0.39 LSB,PASS
29890,172.8872,172.8867,0.000528,0.14 LSB,PASS
29891,172.8901,172.8867,0.003420,0.88 LSB,PASS
29892,172.8930,172.8906,0.002406,0.62 LSB,PASS
29893,172.8959,172.8945,0.001391,0.36 LSB,PASS
29894,172.8988,172.8984,0.000377,0.10 LSB,PASS
29895,172.9017,172.8984,0.003269,0.84 LSB,PASS
29896,172.9046,172.9023,0.002254,0.58 LSB,PASS
29897,172.9075,172.9062,0.001240,0.32 LSB,PASS
29898,172.9104,172.9102,0.000225,0.06 LSB,PASS
29899,172.9133,172.9102,0.003117,0.80 LSB,PASS
29900,172.9162,172.9141,0.002102,0.54 LSB,PASS
