Input (Dec),Expected (Float),FPGA (Q8.8),Abs Error,Error (LSB),Status
10877,104.2929,104.2812,0.011607,2.97 LSB,FAIL
10878,104.2977,104.2852,0.012495,3.20 LSB,FAIL
10879,104.3024,104.2891,0.013382,3.43 LSB,FAIL
10880,104.3072,104.2930,0.014270,3.65 LSB,FAIL
10881,104.3120,104.3008,0.011251,2.88 LSB,FAIL
10882,104.3168,104.3047,0.012138,3.11 LSB,FAIL
10883,104.3216,104.3086,0.013024,3.33 LSB,FAIL
10884,104.3264,104.3125,0.013911,3.56 LSB,FAIL
10885,104.3312,104.3164,0.014797,3.79 LSB,FAIL
10886,104.3360,104.3242,0.011777,3.01 LSB,FAIL
10887,104.3408,104.3281,0.012663,3.24 LSB,FAIL
10888,104.3456,104.3320,0.013548,3.47 LSB,FAIL
10889,104.3504,104.3359,0.014434,3.70 LSB,FAIL
10890,104.3552,104.3438,0.011413,2.92 LSB,FAIL
10891,104.3600,104.3477,0.012298,3.15 LSB,FAIL
10892,104.3647,104.3516,0.013183,3.37 LSB,FAIL
10893,104.3695,104.3555,0.014067,3.60 LSB,FAIL
10894,104.3743,104.3594,0.014951,3.83 LSB,FAIL
10895,104.3791,104.3672,0.011929,3.05 LSB,FAIL
10896,104.3839,104.3711,0.012813,3.28 LSB,FAIL
10897,104.3887,104.3750,0.013697,3.51 LSB,FAIL
10898,104.3935,104.3789,0.014580,3.73 LSB,FAIL
10899,104.3983,104.3867,0.011557,2.96 LSB,FAIL
10900,104.4031,104.3906,0.012440,3.18 LSB,FAIL
10901,104.4079,104.3945,0.013323,3.41 LSB,FAIL
10902,104.4126,104.3984,0.014205,3.64 LSB,FAIL
10903,104.4174,104.4062,0.011181,2.86 LSB,FAIL
10904,104.4222,104.4102,0.012064,3.09 LSB,FAIL
10905,104.4270,104.4141,0.012946,3.31 LSB,FAIL
10906,104.4318,104.4180,0.013827,3.54 LSB,FAIL
10907,104.4366,104.4219,0.014709,3.77 LSB,FAIL
10908,104.4414,104.4297,0.011684,2.99 LSB,FAIL
10909,104.4462,104.4336,0.012565,3.22 LSB,FAIL
10910,104.4509,104.4375,0.013445,3.44 LSB,FAIL
10911,104.4557,104.4414,0.014326,3.67 LSB,FAIL
10912,104.4605,104.4492,0.011300,2.89 LSB,FAIL
10913,104.4653,104.4531,0.012180,3.12 LSB,FAIL
10914,104.4701,104.4570,0.013060,3.34 LSB,FAIL
10915,104.4749,104.4609,0.013940,3.57 LSB,FAIL
10916,104.4797,104.4648,0.014819,3.79 LSB,FAIL
10917,104.4844,104.4727,0.011792,3.02 LSB,FAIL
10918,104.4892,104.4766,0.012671,3.24 LSB,FAIL
10919,104.4940,104.4805,0.013550,3.47 LSB,FAIL
10920,104.4988,104.4844,0.014429,3.69 LSB,FAIL
10921,104.5036,104.4922,0.011401,2.92 LSB,FAIL
10922,104.5084,104.4961,0.012279,3.14 LSB,FAIL
10923,104.5132,104.5000,0.013157,3.37 LSB,FAIL
10924,104.5179,104.5039,0.014035,3.59 LSB,FAIL
10925,104.5227,104.5078,0.014912,3.82 LSB,FAIL
10926,104.5275,104.5156,0.011883,3.04 LSB,FAIL
10927,104.5323,104.5195,0.012760,3.27 LSB,FAIL
10928,104.5371,104.5234,0.013637,3.49 LSB,FAIL
10929,104.5419,104.5273,0.014514,3.72 LSB,FAIL
10930,104.5466,104.5352,0.011484,2.94 LSB,FAIL
10931,104.5514,104.5391,0.012360,3.16 LSB,FAIL
10932,104.5562,104.5430,0.013236,3.39 LSB,FAIL
10933,104.5610,104.5469,0.014112,3.61 LSB,FAIL
10934,104.5658,104.5508,0.014988,3.84 LSB,FAIL
10935,104.5706,104.5586,0.011957,3.06 LSB,FAIL
10936,104.5753,104.5625,0.012832,3.28 LSB,FAIL
10937,104.5801,104.5664,0.013707,3.51 LSB,FAIL
10938,104.5849,104.5703,0.014581,3.73 LSB,FAIL
10939,104.5897,104.5781,0.011549,2.96 LSB,FAIL
10940,104.5945,104.5820,0.012424,3.18 LSB,FAIL
10941,104.5992,104.5859,0.013298,3.40 LSB,FAIL
10942,104.6040,104.5898,0.014171,3.63 LSB,FAIL
10943,104.6088,104.5938,0.015045,3.85 LSB,FAIL
10944,104.6136,104.6016,0.012012,3.08 LSB,FAIL
10945,104.6184,104.6055,0.012885,3.30 LSB,FAIL
10946,104.6231,104.6094,0.013758,3.52 LSB,FAIL
10947,104.6279,104.6133,0.014631,3.75 LSB,FAIL
10948,104.6327,104.6211,0.011597,2.97 LSB,FAIL
10949,104.6375,104.6250,0.012469,3.19 LSB,FAIL
10950,104.6422,104.6289,0.013341,3.42 LSB,FAIL
10951,104.6470,104.6328,0.014213,3.64 LSB,FAIL
10952,104.6518,104.6406,0.011179,2.86 LSB,FAIL
10953,104.6566,104.6445,0.012050,3.08 LSB,FAIL
10954,104.6614,104.6484,0.012921,3.31 LSB,FAIL
10955,104.6661,104.6523,0.013792,3.53 LSB,FAIL
10956,104.6709,104.6562,0.014663,3.75 LSB,FAIL
10957,104.6757,104.6641,0.011627,2.98 LSB,FAIL
10958,104.6805,104.6680,0.012497,3.20 LSB,FAIL
10959,104.6852,104.6719,0.013368,3.42 LSB,FAIL
10960,104.6900,104.6758,0.014237,3.64 LSB,FAIL
10961,104.6948,104.6836,0.011201,2.87 LSB,FAIL
10962,104.6996,104.6875,0.012070,3.09 LSB,FAIL
10963,104.7043,104.6914,0.012939,3.31 LSB,FAIL
10964,104.7091,104.6953,0.013808,3.53 LSB,FAIL
10965,104.7139,104.6992,0.014677,3.76 LSB,FAIL
10966,104.7187,104.7070,0.011639,2.98 LSB,FAIL
10967,104.7234,104.7109,0.012508,3.20 LSB,FAIL
10968,104.7282,104.7148,0.013376,3.42 LSB,FAIL
10969,104.7330,104.7188,0.014244,3.65 LSB,FAIL
10970,104.7378,104.7266,0.011205,2.87 LSB,FAIL
10971,104.7425,104.7305,0.012073,3.09 LSB,FAIL
10972,104.7473,104.7344,0.012940,3.31 LSB,FAIL
10973,104.7521,104.7383,0.013807,3.53 LSB,FAIL
10974,104.7569,104.7422,0.014674,3.76 LSB,FAIL
10975,104.7616,104.7500,0.011634,2.98 LSB,FAIL
10976,104.7664,104.7539,0.012501,3.20 LSB,FAIL
10977,104.7712,104.7578,0.013367,3.42 LSB,FAIL
10978,104.7760,104.7617,0.014233,3.64 LSB,FAIL
10979,104.7807,104.7695,0.011192,2.87 LSB,FAIL
10980,104.7855,104.7734,0.012058,3.09 LSB,FAIL
10981,104.7903,104.7773,0.012923,3.31 LSB,FAIL
10982,104.7950,104.7812,0.013788,3.53 LSB,FAIL
10983,104.7998,104.7852,0.014653,3.75 LSB,FAIL
10984,104.8046,104.7930,0.011611,2.97 LSB,FAIL
10985,104.8094,104.7969,0.012476,3.19 LSB,FAIL
10986,104.8141,104.8008,0.013340,3.42 LSB,FAIL
10987,104.8189,104.8047,0.014204,3.64 LSB,FAIL
10988,104.8237,104.8086,0.015068,3.86 LSB,FAIL
10989,104.8284,104.8164,0.012025,3.08 LSB,FAIL
10990,104.8332,104.8203,0.012888,3.30 LSB,FAIL
10991,104.8380,104.8242,0.013751,3.52 LSB,FAIL
10992,104.8427,104.8281,0.014614,3.74 LSB,FAIL
10993,104.8475,104.8359,0.011571,2.96 LSB,FAIL
10994,104.8523,104.8398,0.012433,3.18 LSB,FAIL
10995,104.8570,104.8438,0.013296,3.40 LSB,FAIL
10996,104.8618,104.8477,0.014158,3.62 LSB,FAIL
10997,104.8666,104.8516,0.015019,3.84 LSB,FAIL
10998,104.8713,104.8594,0.011975,3.07 LSB,FAIL
10999,104.8761,104.8633,0.012836,3.29 LSB,FAIL
11000,104.8809,104.8672,0.013697,3.51 LSB,FAIL
11001,104.8857,104.8711,0.014558,3.73 LSB,FAIL
11002,104.8904,104.8789,0.011513,2.95 LSB,FAIL
11003,104.8952,104.8828,0.012373,3.17 LSB,FAIL
11004,104.9000,104.8867,0.013234,3.39 LSB,FAIL
11005,104.9047,104.8906,0.014094,3.61 LSB,FAIL
11006,104.9095,104.8945,0.014954,3.83 LSB,FAIL
11007,104.9143,104.9023,0.011907,3.05 LSB,FAIL
11008,104.9190,104.9062,0.012766,3.27 LSB,FAIL
11009,104.9238,104.9102,0.013626,3.49 LSB,FAIL
11010,104.9285,104.9141,0.014485,3.71 LSB,FAIL
11011,104.9333,104.9219,0.011437,2.93 LSB,FAIL
11012,104.9381,104.9258,0.012296,3.15 LSB,FAIL
11013,104.9428,104.9297,0.013154,3.37 LSB,FAIL
11014,104.9476,104.9336,0.014012,3.59 LSB,FAIL
11015,104.9524,104.9375,0.014870,3.81 LSB,FAIL
11016,104.9571,104.9453,0.011822,3.03 LSB,FAIL
11017,104.9619,104.9492,0.012679,3.25 LSB,FAIL
11018,104.9667,104.9531,0.013536,3.47 LSB,FAIL
11019,104.9714,104.9570,0.014393,3.68 LSB,FAIL
11020,104.9762,104.9648,0.011344,2.90 LSB,FAIL
11021,104.9810,104.9688,0.012201,3.12 LSB,FAIL
11022,104.9857,104.9727,0.013057,3.34 LSB,FAIL
11023,104.9905,104.9766,0.013913,3.56 LSB,FAIL
11024,104.9952,104.9805,0.014769,3.78 LSB,FAIL
11025,105.0000,104.9883,0.011719,3.00 LSB,FAIL
11026,105.0048,104.9922,0.012574,3.22 LSB,FAIL
11027,105.0095,104.9961,0.013430,3.44 LSB,FAIL
11028,105.0143,105.0000,0.014285,3.66 LSB,FAIL
11029,105.0190,105.0078,0.011233,2.88 LSB,FAIL
11030,105.0238,105.0117,0.012088,3.09 LSB,FAIL
11031,105.0286,105.0156,0.012943,3.31 LSB,FAIL
11032,105.0333,105.0195,0.013797,3.53 LSB,FAIL
11033,105.0381,105.0234,0.014651,3.75 LSB,FAIL
11034,105.0428,105.0312,0.011598,2.97 LSB,FAIL
11035,105.0476,105.0352,0.012452,3.19 LSB,FAIL
11036,105.0524,105.0391,0.013305,3.41 LSB,FAIL
11037,105.0571,105.0430,0.014159,3.62 LSB,FAIL
11038,105.0619,105.0469,0.015012,3.84 LSB,FAIL
11039,105.0666,105.0547,0.011958,3.06 LSB,FAIL
11040,105.0714,105.0586,0.012811,3.28 LSB,FAIL
11041,105.0762,105.0625,0.013663,3.50 LSB,FAIL
11042,105.0809,105.0664,0.014515,3.72 LSB,FAIL
11043,105.0857,105.0742,0.011461,2.93 LSB,FAIL
11044,105.0904,105.0781,0.012312,3.15 LSB,FAIL
11045,105.0952,105.0820,0.013164,3.37 LSB,FAIL
11046,105.1000,105.0859,0.014015,3.59 LSB,FAIL
11047,105.1047,105.0898,0.014866,3.81 LSB,FAIL
11048,105.1095,105.0977,0.011810,3.02 LSB,FAIL
11049,105.1142,105.1016,0.012661,3.24 LSB,FAIL
11050,105.1190,105.1055,0.013511,3.46 LSB,FAIL
11051,105.1237,105.1094,0.014362,3.68 LSB,FAIL
11052,105.1285,105.1172,0.011305,2.89 LSB,FAIL
11053,105.1332,105.1211,0.012155,3.11 LSB,FAIL
11054,105.1380,105.1250,0.013005,3.33 LSB,FAIL
11055,105.1428,105.1289,0.013854,3.55 LSB,FAIL
11056,105.1475,105.1328,0.014703,3.76 LSB,FAIL
11057,105.1523,105.1406,0.011646,2.98 LSB,FAIL
11058,105.1570,105.1445,0.012494,3.20 LSB,FAIL
11059,105.1618,105.1484,0.013343,3.42 LSB,FAIL
11060,105.1665,105.1523,0.014191,3.63 LSB,FAIL
11061,105.1713,105.1562,0.015039,3.85 LSB,FAIL
11062,105.1760,105.1641,0.011980,3.07 LSB,FAIL
11063,105.1808,105.1680,0.012828,3.28 LSB,FAIL
11064,105.1856,105.1719,0.013675,3.50 LSB,FAIL
11065,105.1903,105.1758,0.014522,3.72 LSB,FAIL
11066,105.1951,105.1836,0.011463,2.93 LSB,FAIL
11067,105.1998,105.1875,0.012310,3.15 LSB,FAIL
11068,105.2046,105.1914,0.013156,3.37 LSB,FAIL
11069,105.2093,105.1953,0.014003,3.58 LSB,FAIL
11070,105.2141,105.1992,0.014849,3.80 LSB,FAIL
11071,105.2188,105.2070,0.011788,3.02 LSB,FAIL
11072,105.2236,105.2109,0.012634,3.23 LSB,FAIL
11073,105.2283,105.2148,0.013479,3.45 LSB,FAIL
11074,105.2331,105.2188,0.014325,3.67 LSB,FAIL
11075,105.2378,105.2266,0.011263,2.88 LSB,FAIL
11076,105.2426,105.2305,0.012108,3.10 LSB,FAIL
11077,105.2473,105.2344,0.012953,3.32 LSB,FAIL
11078,105.2521,105.2383,0.013797,3.53 LSB,FAIL
11079,105.2568,105.2422,0.014641,3.75 LSB,FAIL
11080,105.2616,105.2500,0.011579,2.96 LSB,FAIL
11081,105.2663,105.2539,0.012423,3.18 LSB,FAIL
11082,105.2711,105.2578,0.013266,3.40 LSB,FAIL
11083,105.2758,105.2617,0.014109,3.61 LSB,FAIL
11084,105.2806,105.2656,0.014953,3.83 LSB,FAIL
11085,105.2853,105.2734,0.011889,3.04 LSB,FAIL
11086,105.2901,105.2773,0.012732,3.26 LSB,FAIL
